Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
25,0,1.000,0.000,0.000,0.000,0.000,0.000,0
25,1,0.046,0.954,0.000,0.000,0.000,0.000,0
25,2,0.000,0.000,1.000,0.000,0.000,0.000,0
25,3,0.000,0.000,0.000,0.000,0.000,0.000,0
25,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,0,0.981,0.019,0.000,0.000,0.000,0.000,0
26,1,0.200,0.791,0.008,0.000,0.000,0.000,0
26,2,0.000,0.583,0.417,0.000,0.000,0.000,0
26,3,0.000,0.000,0.000,0.000,0.000,0.000,0
26,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,0,0.995,0.005,0.000,0.000,0.000,0.000,0
27,1,0.128,0.870,0.002,0.000,0.000,0.000,0
27,2,0.000,0.300,0.700,0.000,0.000,0.000,0
27,3,0.000,0.000,0.000,0.000,0.000,0.000,0
27,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28,0,1.000,0.000,0.000,0.000,0.000,0.000,0
28,1,0.000,1.000,0.000,0.000,0.000,0.000,0
28,2,0.000,0.000,1.000,0.000,0.000,0.000,0
28,3,0.000,0.000,0.000,0.000,0.000,0.000,0
28,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,0,0.961,0.038,0.000,0.000,0.000,0.000,0
29,1,0.255,0.724,0.021,0.000,0.000,0.000,0
29,2,0.000,0.500,0.500,0.000,0.000,0.000,0
29,3,0.000,0.000,0.000,0.000,0.000,0.000,0
29,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,0,1.000,0.000,0.000,0.000,0.000,0.000,0
30,1,0.033,0.967,0.000,0.000,0.000,0.000,0
30,2,0.000,0.067,0.933,0.000,0.000,0.000,0
30,3,0.000,0.000,0.000,0.000,0.000,0.000,0
30,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,0,1.000,0.000,0.000,0.000,0.000,0.000,0
31,1,0.044,0.956,0.000,0.000,0.000,0.000,0
31,2,0.000,0.071,0.929,0.000,0.000,0.000,0
31,3,0.000,0.000,0.000,0.000,0.000,0.000,0
31,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,0,0.939,0.060,0.001,0.000,0.000,0.000,0
32,1,0.321,0.659,0.020,0.000,0.000,0.000,0
32,2,0.154,0.462,0.385,0.000,0.000,0.000,0
32,3,0.000,0.000,0.000,0.000,0.000,0.000,0
32,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,0,0.979,0.020,0.000,0.000,0.000,0.000,0
33,1,0.048,0.945,0.007,0.000,0.000,0.000,0
33,2,0.000,0.000,1.000,0.000,0.000,0.000,0
33,3,0.000,0.000,0.000,0.000,0.000,0.000,0
33,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,0,0.995,0.005,0.000,0.000,0.000,0.000,0
34,1,0.035,0.962,0.003,0.000,0.000,0.000,0
34,2,0.000,0.042,0.958,0.000,0.000,0.000,0
34,3,0.000,0.000,0.000,0.000,0.000,0.000,0
34,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,0,0.832,0.156,0.012,0.000,0.000,0.000,0
35,1,0.107,0.798,0.093,0.002,0.000,0.000,0
35,2,0.040,0.160,0.800,0.000,0.000,0.000,0
35,3,0.000,0.000,0.000,0.000,0.000,0.000,0
35,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,0,0.962,0.038,0.000,0.000,0.000,0.000,0
36,1,0.049,0.932,0.019,0.000,0.000,0.000,0
36,2,0.000,0.047,0.938,0.016,0.000,0.000,0
36,3,0.000,0.000,0.000,1.000,0.000,0.000,0
36,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,0,1.000,0.000,0.000,0.000,0.000,0.000,0
37,1,0.031,0.969,0.000,0.000,0.000,0.000,0
37,2,0.000,0.076,0.924,0.000,0.000,0.000,0
37,3,0.000,0.000,0.000,1.000,0.000,0.000,0
37,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,0,0.841,0.149,0.010,0.000,0.000,0.000,0
38,1,0.061,0.833,0.102,0.003,0.000,0.000,0
38,2,0.022,0.142,0.821,0.015,0.000,0.000,0
38,3,0.000,0.000,0.000,1.000,0.000,0.000,0
38,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,0,0.952,0.047,0.001,0.000,0.000,0.000,0
39,1,0.062,0.916,0.022,0.000,0.000,0.000,0
39,2,0.000,0.078,0.907,0.015,0.000,0.000,0
39,3,0.000,0.091,0.273,0.636,0.000,0.000,0
39,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0,0.988,0.012,0.000,0.000,0.000,0.000,0
40,1,0.014,0.978,0.008,0.000,0.000,0.000,0
40,2,0.000,0.031,0.965,0.003,0.000,0.000,0
40,3,0.000,0.000,0.000,1.000,0.000,0.000,0
40,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0,0.598,0.338,0.061,0.003,0.000,0.000,0
41,1,0.025,0.709,0.243,0.023,0.000,0.000,0
41,2,0.000,0.052,0.752,0.197,0.000,0.000,0
41,3,0.000,0.000,0.167,0.833,0.000,0.000,0
41,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,0,0.961,0.039,0.000,0.000,0.000,0.000,0
42,1,0.037,0.940,0.024,0.000,0.000,0.000,0
42,2,0.000,0.079,0.905,0.016,0.000,0.000,0
42,3,0.000,0.000,0.053,0.947,0.000,0.000,0
42,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,0,0.990,0.010,0.000,0.000,0.000,0.000,0
43,1,0.021,0.974,0.005,0.000,0.000,0.000,0
43,2,0.000,0.028,0.968,0.004,0.000,0.000,0
43,3,0.000,0.000,0.058,0.942,0.000,0.000,0
43,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,0,0.660,0.300,0.038,0.002,0.000,0.000,0
44,1,0.040,0.738,0.210,0.013,0.000,0.000,0
44,2,0.006,0.117,0.777,0.099,0.000,0.000,0
44,3,0.000,0.000,0.137,0.863,0.000,0.000,0
44,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,0,0.937,0.061,0.001,0.000,0.000,0.000,0
45,1,0.040,0.926,0.033,0.000,0.000,0.000,0
45,2,0.003,0.075,0.905,0.017,0.000,0.000,0
45,3,0.000,0.005,0.105,0.890,0.000,0.000,0
45,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,0,0.990,0.010,0.000,0.000,0.000,0.000,0
46,1,0.018,0.973,0.008,0.000,0.000,0.000,0
46,2,0.002,0.036,0.959,0.004,0.000,0.000,0
46,3,0.000,0.000,0.053,0.947,0.000,0.000,0
46,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,0,0.501,0.403,0.090,0.006,0.000,0.000,0
47,1,0.032,0.630,0.305,0.033,0.000,0.000,0
47,2,0.003,0.104,0.697,0.196,0.000,0.000,0
47,3,0.000,0.010,0.154,0.836,0.000,0.000,0
47,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,0,0.992,0.008,0.000,0.000,0.000,0.000,0
48,1,0.035,0.959,0.005,0.000,0.000,0.000,0
48,2,0.001,0.065,0.932,0.002,0.000,0.000,0
48,3,0.000,0.006,0.104,0.890,0.000,0.000,0
48,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,0,0.991,0.009,0.000,0.000,0.000,0.000,0
49,1,0.020,0.975,0.004,0.000,0.000,0.000,0
49,2,0.000,0.038,0.961,0.001,0.000,0.000,0
49,3,0.000,0.000,0.042,0.958,0.000,0.000,0
49,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,0,0.648,0.305,0.045,0.002,0.000,0.000,0
50,1,0.049,0.726,0.210,0.015,0.000,0.000,0
50,2,0.003,0.112,0.779,0.107,0.000,0.000,0
50,3,0.002,0.015,0.132,0.851,0.000,0.000,0
50,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,0,0.966,0.034,0.000,0.000,0.000,0.000,0
51,1,0.064,0.916,0.020,0.000,0.000,0.000,0
51,2,0.003,0.120,0.866,0.011,0.000,0.000,0
51,3,0.000,0.020,0.181,0.799,0.000,0.000,0
51,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,0,0.987,0.013,0.000,0.000,0.000,0.000,0
52,1,0.042,0.951,0.007,0.000,0.000,0.000,0
52,2,0.001,0.078,0.918,0.003,0.000,0.000,0
52,3,0.000,0.007,0.110,0.884,0.000,0.000,0
52,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,0,0.572,0.351,0.072,0.005,0.000,0.000,0
53,1,0.053,0.669,0.247,0.030,0.000,0.000,0
53,2,0.006,0.127,0.720,0.147,0.000,0.000,0
53,3,0.000,0.020,0.206,0.775,0.000,0.000,0
53,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,0,0.974,0.026,0.000,0.000,0.000,0.000,0
54,1,0.023,0.961,0.015,0.000,0.000,0.000,0
54,2,0.000,0.029,0.961,0.009,0.000,0.000,0
54,3,0.000,0.000,0.071,0.929,0.000,0.000,0
54,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,0,0.928,0.071,0.002,0.000,0.000,0.000,0
55,1,0.013,0.948,0.037,0.001,0.000,0.000,0
55,2,0.001,0.024,0.949,0.026,0.000,0.000,0
55,3,0.000,0.000,0.030,0.970,0.000,0.000,0
55,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,0,0.792,0.203,0.005,0.000,0.000,0.000,0
56,1,0.065,0.813,0.118,0.004,0.000,0.000,0
56,2,0.005,0.121,0.811,0.062,0.000,0.000,0
56,3,0.000,0.018,0.196,0.787,0.000,0.000,0
56,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,0,0.953,0.047,0.000,0.000,0.000,0.000,0
57,1,0.035,0.928,0.036,0.001,0.000,0.000,0
57,2,0.001,0.079,0.902,0.019,0.000,0.000,0
57,3,0.000,0.005,0.116,0.879,0.000,0.000,0
57,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,0,0.967,0.033,0.000,0.000,0.000,0.000,0
58,1,0.016,0.964,0.020,0.000,0.000,0.000,0
58,2,0.001,0.037,0.952,0.010,0.000,0.000,0
58,3,0.000,0.000,0.038,0.962,0.000,0.000,0
58,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,0,0.618,0.335,0.042,0.004,0.000,0.000,0
59,1,0.067,0.681,0.232,0.019,0.000,0.000,0
59,2,0.011,0.142,0.727,0.120,0.000,0.000,0
59,3,0.000,0.019,0.244,0.736,0.000,0.000,0
59,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,0,0.981,0.019,0.000,0.000,0.000,0.000,0
60,1,0.035,0.939,0.026,0.000,0.000,0.000,0
60,2,0.000,0.069,0.919,0.012,0.000,0.000,0
60,3,0.000,0.003,0.092,0.905,0.000,0.000,0
60,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,0,0.990,0.010,0.000,0.000,0.000,0.000,0
61,1,0.018,0.974,0.008,0.000,0.000,0.000,0
61,2,0.001,0.035,0.961,0.003,0.000,0.000,0
61,3,0.000,0.002,0.054,0.945,0.000,0.000,0
61,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,0,0.907,0.085,0.008,0.000,0.000,0.000,0
62,1,0.066,0.864,0.068,0.002,0.000,0.000,0
62,2,0.002,0.131,0.838,0.029,0.000,0.000,0
62,3,0.000,0.013,0.188,0.799,0.000,0.000,0
62,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,0,0.971,0.029,0.000,0.000,0.000,0.000,0
63,1,0.029,0.943,0.027,0.001,0.000,0.000,0
63,2,0.001,0.056,0.927,0.016,0.000,0.000,0
63,3,0.000,0.002,0.078,0.920,0.000,0.000,0
63,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,0,0.958,0.042,0.000,0.000,0.000,0.000,0
64,1,0.021,0.961,0.018,0.000,0.000,0.000,0
64,2,0.000,0.050,0.938,0.012,0.000,0.000,0
