Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
128,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129,0,0.900,0.100,0.000,0.000,0.000,0.000,0
129,1,0.022,0.932,0.047,0.000,0.000,0.000,0
129,2,0.000,0.046,0.929,0.025,0.000,0.000,0
129,3,0.000,0.001,0.077,0.922,0.000,0.000,0
129,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130,0,0.972,0.028,0.000,0.000,0.000,0.000,0
130,1,0.012,0.967,0.021,0.000,0.000,0.000,0
130,2,0.000,0.019,0.970,0.011,0.000,0.000,0
130,3,0.000,0.000,0.023,0.977,0.000,0.000,0
130,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
131,0,0.848,0.142,0.009,0.000,0.000,0.000,0
131,1,0.158,0.750,0.091,0.001,0.000,0.000,0
131,2,0.030,0.259,0.673,0.038,0.000,0.000,0
131,3,0.006,0.071,0.346,0.578,0.000,0.000,0
131,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
131,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
131,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
132,0,0.899,0.098,0.003,0.000,0.000,0.000,0
132,1,0.042,0.894,0.062,0.002,0.000,0.000,0
132,2,0.003,0.081,0.888,0.028,0.000,0.000,0
132,3,0.001,0.006,0.107,0.886,0.000,0.000,0
132,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
132,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
132,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
133,0,0.977,0.023,0.000,0.000,0.000,0.000,0
133,1,0.029,0.955,0.016,0.000,0.000,0.000,0
133,2,0.002,0.072,0.918,0.008,0.000,0.000,0
133,3,0.000,0.006,0.104,0.890,0.000,0.000,0
133,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
133,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
133,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
134,0,0.918,0.080,0.002,0.000,0.000,0.000,0
134,1,0.139,0.815,0.046,0.000,0.000,0.000,0
134,2,0.022,0.271,0.686,0.021,0.000,0.000,0
134,3,0.003,0.075,0.367,0.555,0.000,0.000,0
134,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
134,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
134,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
135,0,0.972,0.028,0.000,0.000,0.000,0.000,0
135,1,0.070,0.906,0.024,0.000,0.000,0.000,0
135,2,0.004,0.141,0.840,0.014,0.000,0.000,0
135,3,0.000,0.013,0.159,0.827,0.000,0.000,0
135,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
135,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
135,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
136,0,0.987,0.013,0.000,0.000,0.000,0.000,0
136,1,0.026,0.966,0.009,0.000,0.000,0.000,0
136,2,0.001,0.065,0.926,0.008,0.000,0.000,0
136,3,0.000,0.003,0.073,0.924,0.000,0.000,0
136,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
136,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
136,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
137,0,0.929,0.070,0.001,0.000,0.000,0.000,0
137,1,0.239,0.725,0.037,0.000,0.000,0.000,0
137,2,0.065,0.374,0.548,0.013,0.000,0.000,0
137,3,0.003,0.177,0.430,0.389,0.000,0.000,0
137,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
137,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
137,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
138,0,0.971,0.029,0.000,0.000,0.000,0.000,0
138,1,0.065,0.913,0.022,0.000,0.000,0.000,0
138,2,0.005,0.115,0.865,0.015,0.000,0.000,0
138,3,0.000,0.000,0.156,0.844,0.000,0.000,0
138,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
138,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
138,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
139,0,0.983,0.017,0.000,0.000,0.000,0.000,0
139,1,0.065,0.923,0.012,0.000,0.000,0.000,0
139,2,0.003,0.115,0.875,0.007,0.000,0.000,0
139,3,0.000,0.023,0.173,0.805,0.000,0.000,0
139,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
139,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
139,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
140,0,0.945,0.055,0.000,0.000,0.000,0.000,0
140,1,0.267,0.709,0.024,0.000,0.000,0.000,0
140,2,0.076,0.422,0.495,0.007,0.000,0.000,0
140,3,0.035,0.212,0.345,0.407,0.000,0.000,0
140,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
140,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
140,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
141,0,0.981,0.018,0.000,0.000,0.000,0.000,0
141,1,0.086,0.903,0.011,0.000,0.000,0.000,0
141,2,0.004,0.189,0.803,0.004,0.000,0.000,0
141,3,0.000,0.000,0.231,0.769,0.000,0.000,0
141,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
141,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
141,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
142,0,0.988,0.012,0.000,0.000,0.000,0.000,0
142,1,0.039,0.953,0.007,0.000,0.000,0.000,0
142,2,0.000,0.088,0.903,0.009,0.000,0.000,0
142,3,0.000,0.000,0.048,0.952,0.000,0.000,0
142,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
142,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
142,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
143,0,0.957,0.043,0.001,0.000,0.000,0.000,0
143,1,0.401,0.584,0.014,0.001,0.000,0.000,0
143,2,0.189,0.434,0.372,0.005,0.000,0.000,0
143,3,0.045,0.295,0.432,0.227,0.000,0.000,0
143,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
143,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
143,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
144,0,0.993,0.007,0.000,0.000,0.000,0.000,0
144,1,0.091,0.905,0.004,0.000,0.000,0.000,0
144,2,0.015,0.167,0.819,0.000,0.000,0.000,0
144,3,0.000,0.000,0.154,0.846,0.000,0.000,0
144,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
144,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
144,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
