Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
23,4,0.000,0.000,0.000,0.000,0.000,0.000,0
23,5,0.000,0.000,0.000,0.000,0.000,0.000,0
23,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
24,0,1.000,0.000,0.000,0.000,0.000,0.000,0
24,1,0.051,0.949,0.000,0.000,0.000,0.000,0
24,2,0.000,0.090,0.910,0.000,0.000,0.000,0
24,3,0.000,0.000,0.143,0.857,0.000,0.000,0
24,4,0.000,0.000,0.000,0.000,0.000,0.000,0
24,5,0.000,0.000,0.000,0.000,0.000,0.000,0
24,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25,0,1.000,0.000,0.000,0.000,0.000,0.000,0
25,1,0.092,0.908,0.000,0.000,0.000,0.000,0
25,2,0.008,0.115,0.877,0.000,0.000,0.000,0
25,3,0.000,0.000,0.167,0.833,0.000,0.000,0
25,4,0.000,0.000,0.000,0.000,0.000,0.000,0
25,5,0.000,0.000,0.000,0.000,0.000,0.000,0
25,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,0,0.950,0.049,0.001,0.000,0.000,0.000,0
26,1,0.191,0.785,0.023,0.001,0.000,0.000,0
26,2,0.046,0.296,0.639,0.019,0.000,0.000,0
26,3,0.000,0.200,0.400,0.400,0.000,0.000,0
26,4,0.000,0.000,0.000,0.000,0.000,0.000,0
26,5,0.000,0.000,0.000,0.000,0.000,0.000,0
26,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,0,0.993,0.007,0.000,0.000,0.000,0.000,0
27,1,0.098,0.898,0.004,0.000,0.000,0.000,0
27,2,0.010,0.212,0.768,0.010,0.000,0.000,0
27,3,0.000,0.000,0.400,0.600,0.000,0.000,0
27,4,0.000,0.000,0.000,0.000,0.000,0.000,0
27,5,0.000,0.000,0.000,0.000,0.000,0.000,0
27,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28,0,0.985,0.014,0.000,0.000,0.000,0.000,0
28,1,0.000,0.978,0.022,0.000,0.000,0.000,0
28,2,0.000,0.000,0.976,0.024,0.000,0.000,0
28,3,0.000,0.000,0.000,1.000,0.000,0.000,0
28,4,0.000,0.000,0.000,0.000,0.000,0.000,0
28,5,0.000,0.000,0.000,0.000,0.000,0.000,0
28,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,0,0.846,0.145,0.009,0.000,0.000,0.000,0
29,1,0.134,0.706,0.153,0.007,0.000,0.000,0
29,2,0.020,0.186,0.755,0.039,0.000,0.000,0
29,3,0.000,0.000,0.167,0.833,0.000,0.000,0
29,4,0.000,0.000,0.000,0.000,0.000,0.000,0
29,5,0.000,0.000,0.000,0.000,0.000,0.000,0
29,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,0,0.977,0.023,0.000,0.000,0.000,0.000,0
30,1,0.058,0.918,0.024,0.000,0.000,0.000,0
30,2,0.000,0.129,0.864,0.008,0.000,0.000,0
30,3,0.000,0.000,0.312,0.688,0.000,0.000,0
30,4,0.000,0.000,0.000,0.000,0.000,0.000,0
30,5,0.000,0.000,0.000,0.000,0.000,0.000,0
30,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,0,0.984,0.016,0.000,0.000,0.000,0.000,0
31,1,0.123,0.865,0.012,0.000,0.000,0.000,0
31,2,0.023,0.201,0.769,0.008,0.000,0.000,0
31,3,0.077,0.077,0.308,0.538,0.000,0.000,0
31,4,0.000,0.000,0.000,0.000,0.000,0.000,0
31,5,0.000,0.000,0.000,0.000,0.000,0.000,0
31,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,0,0.717,0.249,0.033,0.001,0.000,0.000,0
32,1,0.134,0.682,0.162,0.021,0.000,0.000,0
32,2,0.022,0.197,0.673,0.103,0.004,0.000,0
32,3,0.111,0.111,0.000,0.556,0.111,0.111,0
32,4,0.000,0.000,0.000,0.000,0.000,0.000,0
32,5,0.000,0.000,0.000,0.000,0.000,0.000,0
32,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,0,0.857,0.137,0.006,0.001,0.000,0.000,0
33,1,0.048,0.854,0.096,0.003,0.000,0.000,0
33,2,0.000,0.094,0.841,0.060,0.004,0.000,0
33,3,0.000,0.034,0.102,0.864,0.000,0.000,0
33,4,0.000,0.000,0.000,0.000,1.000,0.000,0
33,5,0.000,0.000,0.000,0.000,0.000,1.000,0
33,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,0,0.991,0.008,0.000,0.000,0.000,0.000,0
34,1,0.019,0.974,0.007,0.000,0.000,0.000,0
34,2,0.000,0.041,0.957,0.002,0.000,0.000,0
34,3,0.000,0.000,0.058,0.930,0.012,0.000,0
34,4,0.000,0.000,0.000,0.000,1.000,0.000,0
34,5,0.000,0.000,0.000,0.000,1.000,0.000,0
34,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,0,0.422,0.403,0.145,0.026,0.002,0.000,0
35,1,0.058,0.483,0.365,0.081,0.011,0.001,0
35,2,0.005,0.130,0.527,0.295,0.038,0.005,0
35,3,0.000,0.037,0.136,0.580,0.247,0.000,0
35,4,0.000,0.000,0.000,0.000,0.833,0.167,0
35,5,0.000,0.000,0.000,0.000,0.000,0.000,0
35,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,0,0.822,0.169,0.009,0.000,0.000,0.000,0
36,1,0.059,0.821,0.114,0.006,0.000,0.000,0
36,2,0.004,0.129,0.771,0.091,0.005,0.000,0
36,3,0.000,0.027,0.197,0.719,0.057,0.000,0
36,4,0.000,0.000,0.027,0.270,0.676,0.027,0
36,5,0.000,0.000,0.000,0.000,0.500,0.500,0
36,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,0,0.991,0.009,0.000,0.000,0.000,0.000,0
37,1,0.066,0.925,0.009,0.000,0.000,0.000,0
37,2,0.001,0.134,0.858,0.006,0.000,0.000,0
37,3,0.000,0.013,0.160,0.826,0.002,0.000,0
37,4,0.000,0.000,0.024,0.153,0.824,0.000,0
37,5,0.000,0.000,0.000,0.000,0.000,1.000,0
37,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,0,0.495,0.370,0.113,0.020,0.002,0.000,0
38,1,0.081,0.540,0.305,0.067,0.006,0.000,0
38,2,0.014,0.160,0.578,0.217,0.030,0.001,0
38,3,0.000,0.049,0.205,0.582,0.156,0.007,0
38,4,0.000,0.000,0.042,0.296,0.563,0.099,0
38,5,0.000,0.000,0.000,0.000,0.400,0.600,0
38,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,0,0.837,0.150,0.013,0.000,0.000,0.000,0
39,1,0.053,0.819,0.119,0.009,0.000,0.000,0
39,2,0.007,0.120,0.772,0.097,0.004,0.000,0
39,3,0.003,0.016,0.170,0.754,0.056,0.001,0
39,4,0.000,0.000,0.025,0.225,0.738,0.013,0
39,5,0.000,0.000,0.000,0.143,0.286,0.571,0
39,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0,0.956,0.044,0.000,0.000,0.000,0.000,0
40,1,0.039,0.921,0.040,0.000,0.000,0.000,0
40,2,0.001,0.082,0.894,0.023,0.000,0.000,0
40,3,0.000,0.010,0.136,0.835,0.019,0.000,0
40,4,0.000,0.000,0.012,0.155,0.827,0.006,0
40,5,0.000,0.000,0.000,0.000,0.182,0.818,0
40,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0,0.293,0.423,0.214,0.063,0.006,0.000,0
41,1,0.053,0.385,0.384,0.149,0.026,0.003,0
41,2,0.010,0.133,0.446,0.324,0.081,0.007,0
41,3,0.000,0.027,0.190,0.483,0.262,0.039,0
41,4,0.000,0.000,0.077,0.310,0.510,0.103,0
41,5,0.000,0.000,0.000,0.300,0.400,0.300,0
41,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,0,0.821,0.161,0.018,0.000,0.000,0.000,0
42,1,0.055,0.778,0.145,0.022,0.000,0.000,0
42,2,0.006,0.105,0.774,0.110,0.005,0.000,0
42,3,0.000,0.010,0.181,0.742,0.067,0.000,0
42,4,0.000,0.000,0.018,0.187,0.753,0.041,0
42,5,0.000,0.000,0.000,0.033,0.344,0.623,0
42,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,0,0.908,0.086,0.006,0.000,0.000,0.000,0
43,1,0.038,0.896,0.064,0.002,0.000,0.000,0
43,2,0.003,0.085,0.868,0.042,0.002,0.000,0
43,3,0.000,0.005,0.114,0.854,0.027,0.000,0
43,4,0.000,0.000,0.007,0.177,0.805,0.011,0
43,5,0.000,0.000,0.000,0.000,0.304,0.696,0
43,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,0,0.426,0.389,0.156,0.029,0.000,0.000,0
44,1,0.069,0.493,0.339,0.087,0.012,0.000,0
44,2,0.009,0.166,0.516,0.261,0.045,0.002,0
44,3,0.001,0.023,0.270,0.526,0.158,0.021,0
44,4,0.000,0.010,0.086,0.317,0.509,0.079,0
44,5,0.000,0.023,0.023,0.068,0.273,0.614,0
44,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,0,0.880,0.109,0.011,0.000,0.000,0.000,0
45,1,0.076,0.842,0.079,0.004,0.000,0.000,0
45,2,0.006,0.152,0.795,0.045,0.002,0.000,0
45,3,0.001,0.023,0.192,0.754,0.030,0.000,0
45,4,0.000,0.000,0.044,0.249,0.686,0.020,0
45,5,0.000,0.000,0.000,0.057,0.352,0.591,0
45,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,0,0.957,0.040,0.003,0.000,0.000,0.000,0
46,1,0.067,0.899,0.034,0.000,0.000,0.000,0
46,2,0.002,0.133,0.849,0.016,0.000,0.000,0
46,3,0.000,0.013,0.168,0.801,0.017,0.000,0
46,4,0.000,0.002,0.027,0.176,0.786,0.010,0
46,5,0.000,0.000,0.016,0.048,0.306,0.629,0
46,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,0,0.527,0.363,0.097,0.012,0.000,0.000,0
47,1,0.108,0.590,0.256,0.043,0.004,0.000,0
47,2,0.018,0.230,0.533,0.193,0.024,0.002,0
47,3,0.004,0.062,0.324,0.486,0.119,0.006,0
47,4,0.000,0.025,0.120,0.355,0.448,0.052,0
47,5,0.000,0.023,0.023,0.302,0.279,0.372,0
47,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,0,0.874,0.116,0.010,0.000,0.000,0.000,0
48,1,0.103,0.825,0.068,0.003,0.000,0.000,0
48,2,0.017,0.196,0.716,0.068,0.002,0.000,0
48,3,0.002,0.048,0.285,0.628,0.037,0.000,0
48,4,0.003,0.017,0.089,0.324,0.556,0.011,0
48,5,0.000,0.000,0.000,0.178,0.200,0.622,0
48,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,0,0.886,0.110,0.004,0.000,0.000,0.000,0
49,1,0.114,0.801,0.084,0.001,0.000,0.000,0
49,2,0.013,0.190,0.747,0.047,0.004,0.000,0
49,3,0.000,0.024,0.274,0.657,0.045,0.000,0
49,4,0.004,0.004,0.077,0.309,0.598,0.008,0
49,5,0.000,0.000,0.000,0.094,0.219,0.688,0
49,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,0,0.766,0.188,0.044,0.001,0.000,0.000,0
50,1,0.088,0.708,0.184,0.019,0.001,0.000,0
50,2,0.012,0.177,0.694,0.111,0.007,0.000,0
50,3,0.000,0.041,0.254,0.635,0.069,0.001,0
50,4,0.000,0.000,0.065,0.308,0.592,0.035,0
50,5,0.000,0.000,0.042,0.083,0.250,0.625,0
50,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,0,0.923,0.076,0.001,0.000,0.000,0.000,0
51,1,0.092,0.850,0.056,0.001,0.000,0.000,0
51,2,0.008,0.154,0.797,0.040,0.001,0.000,0
51,3,0.001,0.021,0.199,0.754,0.025,0.000,0
51,4,0.000,0.000,0.047,0.305,0.632,0.016,0
51,5,0.000,0.000,0.000,0.043,0.217,0.739,0
51,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,0,0.935,0.065,0.000,0.000,0.000,0.000,0
52,1,0.054,0.898,0.047,0.001,0.000,0.000,0
52,2,0.006,0.118,0.843,0.032,0.000,0.000,0
52,3,0.000,0.006,0.152,0.825,0.017,0.000,0
52,4,0.000,0.000,0.028,0.207,0.745,0.021,0
52,5,0.000,0.000,0.000,0.050,0.150,0.800,0
52,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,0,0.744,0.227,0.028,0.001,0.000,0.000,0
53,1,0.090,0.718,0.178,0.014,0.001,0.000,0
53,2,0.010,0.190,0.700,0.095,0.005,0.000,0
53,3,0.000,0.032,0.241,0.646,0.077,0.005,0
53,4,0.000,0.000,0.057,0.285,0.610,0.049,0
53,5,0.000,0.000,0.000,0.000,0.474,0.526,0
53,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,0,0.904,0.096,0.000,0.000,0.000,0.000,0
54,1,0.060,0.873,0.064,0.002,0.000,0.000,0
54,2,0.004,0.097,0.852,0.045,0.001,0.000,0
54,3,0.000,0.011,0.170,0.793,0.027,0.000,0
54,4,0.000,0.000,0.021,0.194,0.757,0.028,0
54,5,0.000,0.000,0.000,0.053,0.263,0.684,0
54,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,0,0.985,0.015,0.000,0.000,0.000,0.000,0
55,1,0.023,0.971,0.006,0.000,0.000,0.000,0
55,2,0.001,0.034,0.957,0.008,0.000,0.000,0
55,3,0.000,0.000,0.057,0.938,0.005,0.000,0
55,4,0.000,0.000,0.000,0.061,0.939,0.000,0
55,5,0.000,0.000,0.000,0.000,0.000,1.000,0
55,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,0,0.888,0.104,0.008,0.000,0.000,0.000,0
56,1,0.050,0.857,0.090,0.003,0.000,0.000,0
56,2,0.004,0.100,0.827,0.066,0.003,0.000,0
56,3,0.000,0.012,0.138,0.798,0.052,0.000,0
56,4,0.000,0.000,0.000,0.220,0.772,0.008,0
56,5,0.000,0.000,0.000,0.000,0.118,0.882,0
56,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,0,0.960,0.040,0.000,0.000,0.000,0.000,0
57,1,0.026,0.942,0.032,0.000,0.000,0.000,0
57,2,0.003,0.059,0.922,0.016,0.000,0.000,0
57,3,0.000,0.002,0.079,0.903,0.016,0.000,0
57,4,0.000,0.000,0.007,0.081,0.904,0.007,0
57,5,0.000,0.000,0.000,0.000,0.125,0.875,0
57,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,0,0.987,0.013,0.000,0.000,0.000,0.000,0
58,1,0.033,0.960,0.007,0.000,0.000,0.000,0
58,2,0.002,0.049,0.939,0.010,0.000,0.000,0
58,3,0.000,0.000,0.083,0.915,0.002,0.000,0
58,4,0.000,0.000,0.037,0.067,0.896,0.000,0
58,5,0.000,0.000,0.000,0.000,0.067,0.933,0
58,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,0,0.839,0.148,0.013,0.000,0.000,0.000,0
59,1,0.046,0.814,0.133,0.007,0.000,0.000,0
59,2,0.003,0.112,0.786,0.096,0.003,0.000,0
59,3,0.000,0.011,0.119,0.804,0.066,0.000,0
59,4,0.000,0.000,0.016,0.154,0.789,0.041,0
59,5,0.000,0.000,0.000,0.000,0.214,0.786,0
59,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,0,0.968,0.032,0.000,0.000,0.000,0.000,0
60,1,0.019,0.954,0.027,0.000,0.000,0.000,0
60,2,0.000,0.041,0.942,0.017,0.000,0.000,0
60,3,0.000,0.003,0.053,0.930,0.014,0.000,0
60,4,0.000,0.000,0.000,0.057,0.929,0.014,0
60,5,0.000,0.000,0.000,0.000,0.062,0.938,0
60,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,0,0.977,0.023,0.000,0.000,0.000,0.000,0
61,1,0.031,0.956,0.013,0.001,0.000,0.000,0
61,2,0.001,0.044,0.941,0.014,0.000,0.000,0
61,3,0.000,0.000,0.058,0.932,0.010,0.000,0
61,4,0.000,0.000,0.007,0.135,0.858,0.000,0
61,5,0.000,0.000,0.000,0.000,0.000,1.000,0
61,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,0,0.897,0.094,0.009,0.000,0.000,0.000,0
62,1,0.029,0.886,0.080,0.004,0.000,0.000,0
62,2,0.002,0.046,0.897,0.054,0.001,0.000,0
62,3,0.000,0.003,0.091,0.856,0.050,0.000,0
62,4,0.000,0.000,0.008,0.110,0.874,0.008,0
62,5,0.000,0.000,0.000,0.000,0.176,0.824,0
62,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,0,0.952,0.047,0.001,0.000,0.000,0.000,0
63,1,0.022,0.950,0.026,0.002,0.000,0.000,0
63,2,0.001,0.039,0.938,0.022,0.001,0.000,0
63,3,0.000,0.000,0.057,0.925,0.016,0.002,0
63,4,0.000,0.000,0.007,0.088,0.898,0.007,0
63,5,0.000,0.000,0.000,0.067,0.067,0.867,0
63,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,0,0.985,0.015,0.000,0.000,0.000,0.000,0
64,1,0.011,0.968,0.022,0.000,0.000,0.000,0
64,2,0.000,0.035,0.952,0.012,0.000,0.000,0
64,3,0.000,0.000,0.043,0.948,0.009,0.000,0
64,4,0.000,0.000,0.000,0.035,0.951,0.014,0
64,5,0.000,0.000,0.000,0.000,0.000,1.000,0
64,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,0,0.792,0.193,0.013,0.001,0.000,0.000,0
65,1,0.049,0.794,0.143,0.014,0.001,0.000,0
65,2,0.004,0.081,0.813,0.098,0.004,0.000,0
65,3,0.000,0.006,0.114,0.806,0.074,0.000,0
65,4,0.000,0.000,0.007,0.182,0.804,0.007,0
