Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
65,5,0.000,0.000,0.000,0.059,0.118,0.824,0
65,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,0,0.966,0.034,0.000,0.000,0.000,0.000,0
66,1,0.018,0.957,0.025,0.000,0.000,0.000,0
66,2,0.000,0.032,0.948,0.019,0.001,0.000,0
66,3,0.000,0.001,0.054,0.939,0.006,0.000,0
66,4,0.000,0.000,0.000,0.064,0.924,0.012,0
66,5,0.000,0.000,0.000,0.000,0.000,1.000,0
66,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,0,1.000,0.000,0.000,0.000,0.000,0.000,0
67,1,0.012,0.988,0.000,0.000,0.000,0.000,0
67,2,0.000,0.022,0.978,0.000,0.000,0.000,0
67,3,0.000,0.000,0.023,0.977,0.000,0.000,0
67,4,0.000,0.000,0.000,0.055,0.945,0.000,0
67,5,0.000,0.000,0.000,0.000,0.000,1.000,0
67,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,0,0.879,0.117,0.004,0.000,0.000,0.000,0
68,1,0.071,0.843,0.085,0.001,0.000,0.000,0
68,2,0.008,0.143,0.788,0.060,0.001,0.000,0
68,3,0.003,0.010,0.193,0.756,0.037,0.001,0
68,4,0.000,0.000,0.032,0.234,0.727,0.006,0
68,5,0.000,0.000,0.000,0.000,0.294,0.706,0
68,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,0,0.904,0.093,0.003,0.000,0.000,0.000,0
69,1,0.013,0.909,0.073,0.004,0.000,0.000,0
69,2,0.000,0.030,0.918,0.052,0.000,0.000,0
69,3,0.000,0.000,0.050,0.910,0.040,0.000,0
69,4,0.000,0.000,0.000,0.055,0.931,0.014,0
69,5,0.000,0.000,0.000,0.000,0.071,0.929,0
69,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,0,0.989,0.011,0.000,0.000,0.000,0.000,0
70,1,0.011,0.983,0.006,0.000,0.000,0.000,0
70,2,0.000,0.020,0.971,0.009,0.000,0.000,0
70,3,0.000,0.000,0.023,0.974,0.003,0.000,0
70,4,0.000,0.000,0.000,0.062,0.938,0.000,0
70,5,0.000,0.000,0.000,0.000,0.133,0.867,0
70,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,0,0.797,0.187,0.016,0.000,0.000,0.000,0
71,1,0.087,0.747,0.150,0.015,0.001,0.000,0
71,2,0.010,0.161,0.728,0.095,0.005,0.000,0
71,3,0.001,0.017,0.234,0.691,0.056,0.000,0
71,4,0.000,0.013,0.071,0.218,0.679,0.019,0
71,5,0.000,0.000,0.000,0.077,0.308,0.615,0
71,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,0,0.868,0.127,0.005,0.000,0.000,0.000,0
72,1,0.015,0.877,0.103,0.005,0.001,0.000,0
72,2,0.000,0.032,0.895,0.070,0.003,0.000,0
72,3,0.000,0.000,0.038,0.911,0.052,0.000,0
72,4,0.000,0.000,0.000,0.051,0.943,0.006,0
72,5,0.000,0.000,0.000,0.000,0.000,1.000,0
72,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,0,0.947,0.053,0.000,0.000,0.000,0.000,0
73,1,0.023,0.942,0.034,0.001,0.000,0.000,0
73,2,0.001,0.055,0.917,0.027,0.000,0.000,0
73,3,0.000,0.001,0.079,0.905,0.015,0.000,0
73,4,0.000,0.000,0.005,0.089,0.895,0.011,0
73,5,0.000,0.000,0.000,0.000,0.333,0.667,0
73,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,0,0.905,0.092,0.003,0.000,0.000,0.000,0
74,1,0.081,0.842,0.072,0.004,0.000,0.000,0
74,2,0.003,0.141,0.809,0.045,0.002,0.000,0
74,3,0.001,0.011,0.228,0.720,0.039,0.001,0
74,4,0.000,0.005,0.027,0.281,0.686,0.000,0
74,5,0.000,0.000,0.000,0.000,0.300,0.700,0
74,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,0,0.928,0.071,0.001,0.000,0.000,0.000,0
75,1,0.031,0.914,0.054,0.001,0.000,0.000,0
75,2,0.000,0.064,0.886,0.047,0.003,0.000,0
75,3,0.000,0.001,0.076,0.895,0.027,0.000,0
75,4,0.000,0.000,0.025,0.098,0.865,0.012,0
75,5,0.000,0.000,0.000,0.000,0.000,1.000,0
75,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,0,0.906,0.090,0.004,0.000,0.000,0.000,0
76,1,0.020,0.922,0.058,0.001,0.000,0.000,0
76,2,0.001,0.040,0.920,0.040,0.000,0.000,0
76,3,0.000,0.001,0.043,0.928,0.027,0.000,0
76,4,0.000,0.000,0.000,0.073,0.896,0.030,0
76,5,0.000,0.000,0.000,0.000,0.300,0.700,0
76,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,0,0.906,0.088,0.005,0.000,0.000,0.000,0
77,1,0.064,0.866,0.067,0.003,0.001,0.000,0
77,2,0.006,0.109,0.826,0.058,0.002,0.000,0
77,3,0.001,0.004,0.153,0.815,0.026,0.000,0
77,4,0.000,0.000,0.030,0.237,0.722,0.012,0
77,5,0.000,0.000,0.000,0.000,0.250,0.750,0
77,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,0,0.949,0.048,0.002,0.001,0.000,0.000,0
78,1,0.022,0.922,0.055,0.001,0.000,0.000,0
78,2,0.000,0.047,0.917,0.036,0.000,0.000,0
78,3,0.000,0.004,0.069,0.903,0.022,0.001,0
78,4,0.000,0.000,0.007,0.115,0.878,0.000,0
78,5,0.000,0.000,0.000,0.000,0.091,0.909,0
78,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79,0,0.945,0.054,0.001,0.000,0.000,0.000,0
79,1,0.011,0.941,0.047,0.001,0.000,0.000,0
79,2,0.000,0.029,0.928,0.042,0.001,0.000,0
79,3,0.000,0.000,0.028,0.946,0.026,0.000,0
79,4,0.000,0.000,0.007,0.095,0.898,0.000,0
79,5,0.000,0.000,0.000,0.000,0.091,0.909,0
79,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80,0,0.890,0.102,0.008,0.000,0.000,0.000,0
80,1,0.048,0.855,0.092,0.005,0.000,0.000,0
80,2,0.005,0.098,0.837,0.060,0.001,0.000,0
80,3,0.000,0.017,0.127,0.824,0.033,0.000,0
80,4,0.000,0.000,0.019,0.240,0.714,0.026,0
80,5,0.000,0.000,0.000,0.000,0.100,0.900,0
80,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81,0,0.948,0.052,0.000,0.000,0.000,0.000,0
81,1,0.014,0.943,0.042,0.001,0.000,0.000,0
81,2,0.000,0.038,0.934,0.028,0.001,0.000,0
81,3,0.000,0.001,0.053,0.923,0.022,0.000,0
81,4,0.000,0.000,0.000,0.080,0.891,0.029,0
81,5,0.000,0.000,0.000,0.000,0.000,1.000,0
81,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82,0,0.932,0.064,0.004,0.000,0.000,0.000,0
82,1,0.008,0.932,0.059,0.002,0.000,0.000,0
82,2,0.000,0.008,0.947,0.045,0.000,0.000,0
82,3,0.000,0.000,0.020,0.944,0.037,0.000,0
82,4,0.000,0.000,0.000,0.007,0.979,0.014,0
82,5,0.000,0.000,0.000,0.000,0.000,1.000,0
82,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83,0,0.887,0.109,0.004,0.000,0.000,0.000,0
83,1,0.071,0.840,0.083,0.006,0.000,0.000,0
83,2,0.009,0.139,0.805,0.044,0.003,0.000,0
83,3,0.003,0.029,0.180,0.745,0.044,0.000,0
83,4,0.000,0.006,0.012,0.261,0.697,0.024,0
83,5,0.000,0.000,0.000,0.053,0.368,0.579,0
83,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84,0,0.881,0.117,0.003,0.000,0.000,0.000,0
84,1,0.013,0.884,0.099,0.004,0.000,0.000,0
84,2,0.000,0.035,0.900,0.064,0.000,0.000,0
84,3,0.000,0.004,0.043,0.910,0.042,0.001,0
84,4,0.000,0.000,0.000,0.056,0.932,0.012,0
84,5,0.000,0.000,0.000,0.000,0.133,0.867,0
84,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85,0,0.914,0.085,0.001,0.000,0.000,0.000,0
85,1,0.014,0.915,0.067,0.004,0.000,0.000,0
85,2,0.000,0.028,0.911,0.060,0.001,0.000,0
85,3,0.000,0.001,0.041,0.922,0.035,0.000,0
85,4,0.000,0.000,0.000,0.060,0.913,0.027,0
85,5,0.000,0.000,0.000,0.000,0.062,0.938,0
85,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86,0,0.823,0.169,0.007,0.000,0.000,0.000,0
86,1,0.031,0.851,0.114,0.005,0.000,0.000,0
86,2,0.001,0.061,0.859,0.076,0.002,0.000,0
86,3,0.000,0.004,0.077,0.850,0.069,0.000,0
86,4,0.000,0.000,0.005,0.107,0.858,0.030,0
86,5,0.000,0.000,0.000,0.000,0.050,0.950,0
86,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,0,0.848,0.137,0.013,0.002,0.000,0.000,0
87,1,0.061,0.794,0.139,0.007,0.000,0.000,0
87,2,0.004,0.112,0.785,0.095,0.004,0.000,0
87,3,0.000,0.009,0.167,0.772,0.049,0.002,0
87,4,0.000,0.000,0.026,0.190,0.740,0.043,0
87,5,0.000,0.000,0.000,0.000,0.240,0.760,0
87,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88,0,0.934,0.062,0.003,0.000,0.000,0.000,0
88,1,0.035,0.910,0.055,0.000,0.000,0.000,0
88,2,0.000,0.070,0.884,0.046,0.001,0.000,0
88,3,0.000,0.013,0.103,0.856,0.027,0.001,0
88,4,0.000,0.000,0.004,0.146,0.832,0.018,0
88,5,0.000,0.000,0.000,0.000,0.065,0.935,0
88,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89,0,0.848,0.141,0.011,0.000,0.000,0.000,0
89,1,0.062,0.818,0.113,0.007,0.000,0.000,0
89,2,0.007,0.135,0.774,0.081,0.003,0.000,0
89,3,0.000,0.019,0.210,0.723,0.049,0.000,0
89,4,0.000,0.000,0.019,0.227,0.741,0.014,0
89,5,0.000,0.000,0.000,0.059,0.294,0.647,0
89,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90,0,0.896,0.100,0.003,0.002,0.000,0.000,0
90,1,0.061,0.858,0.077,0.004,0.000,0.000,0
90,2,0.002,0.119,0.805,0.073,0.001,0.000,0
90,3,0.001,0.015,0.170,0.769,0.045,0.000,0
90,4,0.000,0.000,0.037,0.194,0.760,0.009,0
90,5,0.000,0.000,0.000,0.000,0.320,0.680,0
90,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91,0,0.788,0.194,0.017,0.000,0.000,0.000,0
91,1,0.021,0.814,0.158,0.007,0.000,0.000,0
91,2,0.000,0.042,0.841,0.113,0.004,0.000,0
91,3,0.000,0.001,0.054,0.876,0.068,0.001,0
91,4,0.000,0.000,0.000,0.109,0.882,0.009,0
91,5,0.000,0.000,0.000,0.000,0.105,0.895,0
91,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92,0,0.813,0.171,0.016,0.000,0.000,0.000,0
92,1,0.042,0.820,0.131,0.008,0.000,0.000,0
92,2,0.004,0.088,0.801,0.105,0.002,0.000,0
92,3,0.000,0.004,0.129,0.814,0.053,0.000,0
92,4,0.000,0.000,0.016,0.149,0.798,0.036,0
92,5,0.000,0.000,0.000,0.000,0.250,0.750,0
92,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93,0,0.725,0.242,0.031,0.002,0.000,0.000,0
93,1,0.021,0.765,0.199,0.015,0.000,0.000,0
93,2,0.001,0.050,0.782,0.159,0.008,0.001,0
93,3,0.000,0.006,0.079,0.822,0.092,0.001,0
93,4,0.000,0.000,0.004,0.129,0.808,0.059,0
93,5,0.000,0.000,0.000,0.000,0.167,0.833,0
93,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94,0,0.852,0.141,0.007,0.000,0.000,0.000,0
94,1,0.011,0.852,0.133,0.004,0.000,0.000,0
94,2,0.000,0.018,0.889,0.088,0.005,0.000,0
94,3,0.001,0.001,0.033,0.915,0.050,0.001,0
94,4,0.000,0.000,0.000,0.032,0.936,0.032,0
94,5,0.000,0.000,0.000,0.000,0.000,1.000,0
94,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95,0,0.737,0.224,0.039,0.000,0.000,0.000,0
95,1,0.032,0.745,0.200,0.022,0.000,0.000,0
95,2,0.001,0.064,0.766,0.163,0.006,0.000,0
95,3,0.000,0.002,0.102,0.776,0.118,0.002,0
95,4,0.000,0.000,0.006,0.146,0.804,0.045,0
95,5,0.000,0.000,0.000,0.000,0.062,0.938,0
95,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96,0,0.786,0.176,0.037,0.000,0.000,0.000,0
96,1,0.015,0.785,0.192,0.007,0.001,0.000,0
96,2,0.001,0.053,0.796,0.140,0.010,0.000,0
96,3,0.000,0.002,0.060,0.836,0.099,0.003,0
96,4,0.000,0.000,0.000,0.118,0.823,0.059,0
96,5,0.000,0.000,0.000,0.000,0.095,0.905,0
96,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97,0,0.842,0.132,0.026,0.000,0.000,0.000,0
97,1,0.024,0.844,0.124,0.009,0.000,0.000,0
97,2,0.001,0.057,0.857,0.083,0.003,0.000,0
97,3,0.000,0.003,0.085,0.849,0.063,0.000,0
97,4,0.000,0.002,0.002,0.101,0.874,0.021,0
97,5,0.000,0.000,0.011,0.000,0.115,0.874,0
97,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98,0,0.792,0.188,0.016,0.004,0.000,0.000,0
98,1,0.057,0.761,0.166,0.016,0.000,0.000,0
98,2,0.007,0.108,0.755,0.121,0.008,0.001,0
98,3,0.001,0.015,0.156,0.735,0.092,0.002,0
98,4,0.000,0.000,0.025,0.213,0.722,0.040,0
98,5,0.000,0.000,0.000,0.034,0.241,0.724,0
98,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,0,0.723,0.245,0.033,0.000,0.000,0.000,0
99,1,0.018,0.759,0.199,0.022,0.001,0.000,0
99,2,0.000,0.047,0.784,0.158,0.011,0.000,0
99,3,0.000,0.004,0.078,0.815,0.097,0.006,0
99,4,0.000,0.000,0.000,0.107,0.836,0.057,0
99,5,0.000,0.000,0.000,0.000,0.124,0.876,0
99,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100,0,0.774,0.198,0.023,0.005,0.000,0.000,0
100,1,0.012,0.840,0.141,0.007,0.000,0.000,0
100,2,0.000,0.030,0.855,0.110,0.004,0.001,0
100,3,0.000,0.001,0.036,0.890,0.073,0.001,0
100,4,0.000,0.000,0.002,0.059,0.913,0.027,0
100,5,0.000,0.000,0.008,0.000,0.085,0.907,0
100,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101,0,0.620,0.318,0.061,0.000,0.000,0.000,0
101,1,0.034,0.660,0.255,0.049,0.002,0.000,0
101,2,0.001,0.071,0.684,0.217,0.028,0.000,0
101,3,0.000,0.004,0.133,0.718,0.138,0.008,0
101,4,0.000,0.000,0.016,0.163,0.762,0.059,0
101,5,0.000,0.000,0.008,0.032,0.230,0.730,0
101,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,0,0.768,0.197,0.035,0.000,0.000,0.000,0
102,1,0.011,0.752,0.218,0.020,0.000,0.000,0
102,2,0.000,0.020,0.801,0.169,0.009,0.001,0
102,3,0.000,0.001,0.031,0.850,0.115,0.004,0
102,4,0.000,0.000,0.004,0.051,0.891,0.054,0
102,5,0.000,0.000,0.000,0.000,0.069,0.931,0
102,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103,0,0.863,0.120,0.017,0.000,0.000,0.000,0
103,1,0.005,0.874,0.114,0.005,0.002,0.000,0
103,2,0.000,0.026,0.880,0.092,0.002,0.000,0
103,3,0.000,0.001,0.023,0.916,0.061,0.000,0
103,4,0.000,0.000,0.002,0.036,0.937,0.025,0
103,5,0.000,0.000,0.000,0.000,0.038,0.962,0
103,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104,0,0.683,0.260,0.058,0.000,0.000,0.000,0
104,1,0.033,0.738,0.209,0.020,0.000,0.000,0
104,2,0.001,0.074,0.747,0.162,0.016,0.000,0
104,3,0.000,0.003,0.096,0.775,0.120,0.005,0
104,4,0.000,0.000,0.003,0.119,0.822,0.056,0
104,5,0.000,0.000,0.000,0.010,0.248,0.743,0
104,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105,0,0.667,0.258,0.065,0.011,0.000,0.000,0
105,1,0.017,0.660,0.271,0.050,0.002,0.000,0
105,2,0.001,0.037,0.718,0.220,0.021,0.002,0
105,3,0.000,0.002,0.054,0.767,0.168,0.009,0
105,4,0.000,0.000,0.005,0.076,0.830,0.089,0
105,5,0.000,0.000,0.000,0.014,0.145,0.841,0
105,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106,0,0.770,0.230,0.000,0.000,0.000,0.000,0
106,1,0.017,0.794,0.178,0.009,0.002,0.000,0
106,2,0.000,0.026,0.851,0.111,0.011,0.000,0
106,3,0.000,0.002,0.036,0.884,0.076,0.002,0
106,4,0.000,0.000,0.002,0.046,0.909,0.043,0
106,5,0.000,0.000,0.000,0.000,0.051,0.949,0
106,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107,0,0.662,0.231,0.062,0.046,0.000,0.000,0
107,1,0.043,0.720,0.206,0.031,0.000,0.000,0
107,2,0.002,0.067,0.711,0.192,0.027,0.002,0
107,3,0.000,0.006,0.106,0.750,0.131,0.007,0
107,4,0.000,0.001,0.012,0.163,0.746,0.078,0
107,5,0.000,0.000,0.006,0.015,0.228,0.751,0
107,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108,0,0.730,0.270,0.000,0.000,0.000,0.000,0
108,1,0.017,0.774,0.189,0.020,0.000,0.000,0
108,2,0.001,0.022,0.793,0.171,0.012,0.000,0
108,3,0.000,0.001,0.049,0.839,0.108,0.003,0
108,4,0.000,0.000,0.001,0.064,0.883,0.052,0
108,5,0.000,0.000,0.000,0.011,0.114,0.875,0
108,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109,0,0.815,0.148,0.037,0.000,0.000,0.000,0
109,1,0.031,0.805,0.153,0.011,0.000,0.000,0
109,2,0.000,0.052,0.821,0.121,0.007,0.000,0
109,3,0.000,0.003,0.072,0.831,0.093,0.001,0
109,4,0.000,0.000,0.004,0.098,0.859,0.038,0
109,5,0.000,0.000,0.000,0.015,0.129,0.856,0
109,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110,0,0.691,0.255,0.036,0.018,0.000,0.000,0
110,1,0.022,0.709,0.218,0.050,0.000,0.000,0
110,2,0.001,0.048,0.686,0.238,0.025,0.002,0
110,3,0.000,0.004,0.086,0.766,0.140,0.005,0
110,4,0.000,0.001,0.006,0.120,0.808,0.065,0
110,5,0.000,0.000,0.000,0.008,0.145,0.847,0
110,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,0,0.702,0.277,0.021,0.000,0.000,0.000,0
111,1,0.009,0.733,0.209,0.046,0.003,0.000,0
111,2,0.000,0.029,0.798,0.164,0.009,0.000,0
111,3,0.000,0.000,0.038,0.841,0.115,0.006,0
111,4,0.000,0.000,0.000,0.053,0.888,0.059,0
111,5,0.000,0.000,0.000,0.002,0.064,0.933,0
111,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112,0,0.944,0.056,0.000,0.000,0.000,0.000,0
112,1,0.000,0.857,0.136,0.007,0.000,0.000,0
112,2,0.000,0.014,0.893,0.092,0.001,0.000,0
112,3,0.000,0.000,0.009,0.924,0.065,0.002,0
112,4,0.000,0.000,0.001,0.018,0.942,0.040,0
112,5,0.000,0.000,0.000,0.002,0.012,0.986,0
112,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113,0,0.735,0.265,0.000,0.000,0.000,0.000,0
113,1,0.043,0.737,0.188,0.031,0.000,0.000,0
113,2,0.003,0.112,0.731,0.140,0.013,0.000,0
113,3,0.000,0.010,0.145,0.760,0.082,0.003,0
113,4,0.001,0.000,0.023,0.184,0.740,0.052,0
113,5,0.000,0.000,0.007,0.037,0.223,0.733,0
113,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114,0,0.825,0.150,0.025,0.000,0.000,0.000,0
114,1,0.010,0.859,0.131,0.000,0.000,0.000,0
114,2,0.000,0.036,0.865,0.097,0.002,0.000,0
114,3,0.000,0.002,0.055,0.861,0.081,0.001,0
114,4,0.000,0.000,0.005,0.083,0.879,0.033,0
114,5,0.000,0.000,0.000,0.006,0.098,0.896,0
114,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115,0,0.889,0.083,0.028,0.000,0.000,0.000,0
115,1,0.003,0.827,0.160,0.003,0.006,0.000,0
115,2,0.000,0.013,0.844,0.135,0.008,0.000,0
115,3,0.000,0.000,0.019,0.899,0.080,0.001,0
115,4,0.000,0.000,0.001,0.029,0.916,0.055,0
115,5,0.000,0.000,0.000,0.000,0.036,0.964,0
115,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116,0,0.758,0.212,0.030,0.000,0.000,0.000,0
116,1,0.015,0.760,0.207,0.018,0.000,0.000,0
116,2,0.000,0.016,0.820,0.152,0.010,0.001,0
116,3,0.000,0.000,0.030,0.857,0.109,0.003,0
116,4,0.000,0.000,0.001,0.049,0.890,0.060,0
116,5,0.000,0.000,0.000,0.004,0.070,0.927,0
116,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117,0,0.655,0.207,0.103,0.034,0.000,0.000,0
117,1,0.017,0.684,0.268,0.030,0.000,0.000,0
117,2,0.000,0.035,0.777,0.179,0.009,0.000,0
117,3,0.000,0.002,0.054,0.801,0.133,0.009,0
117,4,0.000,0.000,0.002,0.065,0.862,0.071,0
117,5,0.000,0.000,0.000,0.006,0.080,0.914,0
117,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118,0,0.826,0.174,0.000,0.000,0.000,0.000,0
118,1,0.005,0.868,0.117,0.010,0.000,0.000,0
118,2,0.000,0.007,0.923,0.069,0.001,0.000,0
118,3,0.000,0.000,0.015,0.947,0.038,0.000,0
118,4,0.000,0.000,0.000,0.016,0.965,0.020,0
118,5,0.000,0.000,0.000,0.001,0.019,0.980,0
118,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119,0,0.850,0.150,0.000,0.000,0.000,0.000,0
119,1,0.033,0.696,0.232,0.039,0.000,0.000,0
119,2,0.004,0.080,0.741,0.164,0.011,0.000,0
119,3,0.000,0.005,0.103,0.775,0.111,0.005,0
119,4,0.000,0.000,0.005,0.122,0.814,0.059,0
119,5,0.000,0.000,0.001,0.016,0.164,0.819,0
119,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120,0,0.500,0.423,0.077,0.000,0.000,0.000,0
120,1,0.015,0.698,0.262,0.025,0.000,0.000,0
120,2,0.001,0.019,0.734,0.224,0.021,0.001,0
120,3,0.000,0.000,0.035,0.798,0.159,0.008,0
120,4,0.000,0.000,0.001,0.048,0.876,0.075,0
120,5,0.000,0.000,0.000,0.001,0.064,0.934,0
120,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121,0,0.882,0.118,0.000,0.000,0.000,0.000,0
121,1,0.018,0.857,0.125,0.000,0.000,0.000,0
121,2,0.000,0.028,0.881,0.085,0.006,0.000,0
121,3,0.000,0.001,0.038,0.899,0.062,0.001,0
121,4,0.000,0.000,0.000,0.052,0.920,0.028,0
121,5,0.000,0.000,0.000,0.003,0.073,0.924,0
121,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122,0,0.333,0.444,0.222,0.000,0.000,0.000,0
122,1,0.024,0.647,0.275,0.042,0.012,0.000,0
122,2,0.000,0.035,0.687,0.248,0.030,0.000,0
122,3,0.000,0.004,0.059,0.752,0.175,0.010,0
122,4,0.000,0.000,0.002,0.089,0.810,0.100,0
122,5,0.000,0.000,0.000,0.009,0.121,0.870,0
122,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,0,0.700,0.300,0.000,0.000,0.000,0.000,0
123,1,0.027,0.755,0.204,0.014,0.000,0.000,0
123,2,0.002,0.036,0.780,0.171,0.011,0.000,0
123,3,0.000,0.002,0.054,0.829,0.108,0.007,0
123,4,0.000,0.000,0.002,0.066,0.874,0.059,0
123,5,0.000,0.000,0.000,0.005,0.109,0.887,0
123,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,0,0.583,0.333,0.083,0.000,0.000,0.000,0
124,1,0.021,0.800,0.164,0.014,0.000,0.000,0
124,2,0.000,0.016,0.846,0.128,0.010,0.000,0
124,3,0.000,0.000,0.034,0.856,0.108,0.001,0
124,4,0.000,0.000,0.000,0.043,0.901,0.056,0
124,5,0.000,0.000,0.000,0.001,0.054,0.945,0
124,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125,0,0.800,0.100,0.100,0.000,0.000,0.000,0
125,1,0.016,0.683,0.294,0.008,0.000,0.000,0
125,2,0.005,0.063,0.719,0.203,0.010,0.000,0
125,3,0.000,0.004,0.123,0.743,0.127,0.003,0
125,4,0.000,0.000,0.013,0.142,0.773,0.072,0
125,5,0.000,0.000,0.002,0.017,0.181,0.800,0
125,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126,0,0.615,0.308,0.077,0.000,0.000,0.000,0
126,1,0.023,0.823,0.154,0.000,0.000,0.000,0
126,2,0.002,0.027,0.841,0.123,0.008,0.000,0
126,3,0.000,0.002,0.054,0.858,0.084,0.001,0
126,4,0.000,0.000,0.001,0.072,0.884,0.043,0
126,5,0.000,0.000,0.000,0.002,0.083,0.915,0
126,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127,0,0.917,0.083,0.000,0.000,0.000,0.000,0
127,1,0.008,0.833,0.159,0.000,0.000,0.000,0
127,2,0.000,0.035,0.846,0.115,0.005,0.000,0
127,3,0.000,0.001,0.047,0.862,0.088,0.001,0
127,4,0.000,0.000,0.005,0.080,0.868,0.047,0
127,5,0.000,0.000,0.000,0.001,0.091,0.908,0
127,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,0,0.667,0.333,0.000,0.000,0.000,0.000,0
128,1,0.067,0.733,0.178,0.022,0.000,0.000,0
128,2,0.005,0.114,0.771,0.109,0.002,0.000,0
128,3,0.000,0.012,0.185,0.718,0.083,0.003,0
128,4,0.001,0.001,0.030,0.210,0.719,0.039,0
128,5,0.000,0.000,0.004,0.038,0.262,0.696,0
128,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129,0,0.905,0.095,0.000,0.000,0.000,0.000,0
129,1,0.040,0.843,0.106,0.010,0.000,0.000,0
129,2,0.001,0.093,0.797,0.104,0.005,0.000,0
129,3,0.000,0.003,0.135,0.801,0.060,0.002,0
129,4,0.000,0.000,0.013,0.161,0.784,0.041,0
129,5,0.000,0.000,0.003,0.010,0.222,0.765,0
129,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130,0,0.964,0.036,0.000,0.000,0.000,0.000,0
130,1,0.024,0.945,0.031,0.000,0.000,0.000,0
130,2,0.001,0.037,0.942,0.020,0.000,0.000,0
130,3,0.000,0.001,0.064,0.918,0.015,0.001,0
130,4,0.000,0.000,0.003,0.083,0.908,0.005,0
130,5,0.000,0.000,0.000,0.005,0.105,0.890,0
130,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
