Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
17,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18,0,0.994,0.006,0.000,0.000,0.000,0.000,0
18,1,0.107,0.888,0.005,0.000,0.000,0.000,0
18,2,0.000,0.263,0.737,0.000,0.000,0.000,0
18,3,0.000,0.000,0.000,0.000,0.000,0.000,0
18,4,0.000,0.000,0.000,0.000,0.000,0.000,0
18,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19,0,0.999,0.001,0.000,0.000,0.000,0.000,0
19,1,0.074,0.926,0.000,0.000,0.000,0.000,0
19,2,0.000,0.062,0.938,0.000,0.000,0.000,0
19,3,0.000,0.000,0.000,0.000,0.000,0.000,0
19,4,0.000,0.000,0.000,0.000,0.000,0.000,0
19,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20,0,0.992,0.008,0.000,0.000,0.000,0.000,0
20,1,0.230,0.762,0.008,0.000,0.000,0.000,0
20,2,0.133,0.267,0.600,0.000,0.000,0.000,0
20,3,0.000,0.000,0.000,0.000,0.000,0.000,0
20,4,0.000,0.000,0.000,0.000,0.000,0.000,0
20,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21,0,0.997,0.003,0.000,0.000,0.000,0.000,0
21,1,0.072,0.928,0.000,0.000,0.000,0.000,0
21,2,0.000,0.083,0.917,0.000,0.000,0.000,0
21,3,0.000,0.000,0.000,0.000,0.000,0.000,0
21,4,0.000,0.000,0.000,0.000,0.000,0.000,0
21,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22,0,0.997,0.003,0.000,0.000,0.000,0.000,0
22,1,0.067,0.926,0.006,0.000,0.000,0.000,0
22,2,0.091,0.091,0.818,0.000,0.000,0.000,0
22,3,0.000,0.000,0.000,0.000,0.000,0.000,0
22,4,0.000,0.000,0.000,0.000,0.000,0.000,0
22,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
23,0,0.831,0.155,0.013,0.000,0.000,0.000,0
23,1,0.571,0.391,0.038,0.000,0.000,0.000,0
23,2,0.364,0.455,0.182,0.000,0.000,0.000,0
23,3,0.000,0.000,0.000,0.000,0.000,0.000,0
23,4,0.000,0.000,0.000,0.000,0.000,0.000,0
23,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
23,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
24,0,0.997,0.003,0.000,0.000,0.000,0.000,0
24,1,0.087,0.910,0.004,0.000,0.000,0.000,0
24,2,0.000,0.132,0.868,0.000,0.000,0.000,0
24,3,0.000,0.000,0.000,1.000,0.000,0.000,0
24,4,0.000,0.000,0.000,0.000,0.000,0.000,0
24,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
24,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25,0,0.991,0.009,0.000,0.000,0.000,0.000,0
25,1,0.049,0.946,0.005,0.000,0.000,0.000,0
25,2,0.014,0.116,0.870,0.000,0.000,0.000,0
25,3,0.000,0.000,0.000,1.000,0.000,0.000,0
25,4,0.000,0.000,0.000,0.000,0.000,0.000,0
25,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,0,0.957,0.043,0.000,0.000,0.000,0.000,0
26,1,0.191,0.786,0.021,0.001,0.000,0.000,0
26,2,0.031,0.297,0.672,0.000,0.000,0.000,0
26,3,0.000,0.000,1.000,0.000,0.000,0.000,0
26,4,0.000,0.000,0.000,0.000,0.000,0.000,0
26,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,0,0.980,0.020,0.000,0.000,0.000,0.000,0
27,1,0.157,0.836,0.007,0.000,0.000,0.000,0
27,2,0.031,0.219,0.750,0.000,0.000,0.000,0
27,3,0.000,0.000,0.000,1.000,0.000,0.000,0
27,4,0.000,0.000,0.000,0.000,0.000,0.000,0
27,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28,0,0.990,0.010,0.000,0.000,0.000,0.000,0
28,1,0.048,0.945,0.006,0.000,0.000,0.000,0
28,2,0.000,0.055,0.945,0.000,0.000,0.000,0
28,3,0.000,0.000,0.000,1.000,0.000,0.000,0
28,4,0.000,0.000,0.000,0.000,0.000,0.000,0
28,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,0,0.854,0.139,0.007,0.000,0.000,0.000,0
29,1,0.248,0.669,0.075,0.008,0.000,0.000,0
29,2,0.070,0.351,0.526,0.053,0.000,0.000,0
29,3,0.000,0.000,1.000,0.000,0.000,0.000,0
29,4,0.000,0.000,0.000,0.000,0.000,0.000,0
29,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,0,0.938,0.062,0.001,0.000,0.000,0.000,0
30,1,0.114,0.843,0.042,0.001,0.000,0.000,0
30,2,0.008,0.168,0.773,0.042,0.008,0.000,0
30,3,0.000,0.000,0.100,0.900,0.000,0.000,0
30,4,0.000,0.000,0.000,0.000,0.000,0.000,0
30,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,0,0.978,0.021,0.000,0.000,0.000,0.000,0
31,1,0.068,0.916,0.016,0.000,0.000,0.000,0
31,2,0.021,0.154,0.825,0.000,0.000,0.000,0
31,3,0.000,0.067,0.133,0.800,0.000,0.000,0
31,4,0.000,0.000,0.000,1.000,0.000,0.000,0
31,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,0,0.771,0.207,0.021,0.001,0.000,0.000,0
32,1,0.138,0.718,0.132,0.012,0.001,0.000,0
32,2,0.014,0.271,0.629,0.086,0.000,0.000,0
32,3,0.000,0.000,0.538,0.462,0.000,0.000,0
32,4,0.000,0.000,0.000,0.000,0.000,0.000,0
32,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,0,0.885,0.112,0.003,0.000,0.000,0.000,0
33,1,0.073,0.864,0.062,0.002,0.000,0.000,0
33,2,0.012,0.179,0.763,0.046,0.000,0.000,0
33,3,0.000,0.000,0.194,0.778,0.028,0.000,0
33,4,0.000,0.000,0.000,0.000,1.000,0.000,0
33,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,0,0.966,0.034,0.000,0.000,0.000,0.000,0
34,1,0.029,0.948,0.024,0.000,0.000,0.000,0
34,2,0.000,0.043,0.940,0.016,0.000,0.000,0
34,3,0.000,0.000,0.130,0.870,0.000,0.000,0
34,4,0.000,0.000,0.000,0.000,1.000,0.000,0
34,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,0,0.562,0.338,0.088,0.012,0.000,0.000,0
35,1,0.108,0.560,0.288,0.042,0.002,0.000,0
35,2,0.015,0.225,0.568,0.182,0.010,0.000,0
35,3,0.000,0.022,0.413,0.435,0.130,0.000,0
35,4,0.000,0.000,0.000,0.000,1.000,0.000,0
35,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,0,0.852,0.140,0.008,0.000,0.000,0.000,0
36,1,0.081,0.808,0.109,0.003,0.000,0.000,0
36,2,0.014,0.169,0.764,0.049,0.004,0.000,0
36,3,0.005,0.005,0.252,0.703,0.035,0.000,0
36,4,0.000,0.000,0.000,0.176,0.824,0.000,0
36,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,0,0.926,0.072,0.002,0.000,0.000,0.000,0
37,1,0.039,0.914,0.046,0.001,0.000,0.000,0
37,2,0.002,0.075,0.883,0.041,0.000,0.000,0
37,3,0.000,0.005,0.100,0.861,0.035,0.000,0
37,4,0.000,0.000,0.000,0.240,0.760,0.000,0
37,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,0,0.468,0.408,0.108,0.015,0.001,0.000,0
38,1,0.077,0.545,0.312,0.064,0.002,0.000,0
38,2,0.010,0.142,0.622,0.209,0.018,0.000,0
38,3,0.000,0.036,0.254,0.594,0.116,0.000,0
38,4,0.000,0.038,0.154,0.192,0.615,0.000,0
38,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,0,0.809,0.172,0.019,0.000,0.000,0.000,0
39,1,0.062,0.786,0.147,0.004,0.001,0.000,0
39,2,0.008,0.119,0.782,0.090,0.002,0.000,0
39,3,0.000,0.017,0.167,0.771,0.045,0.000,0
39,4,0.000,0.015,0.045,0.224,0.716,0.000,0
39,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0,0.933,0.066,0.001,0.000,0.000,0.000,0
40,1,0.037,0.918,0.044,0.001,0.000,0.000,0
40,2,0.003,0.093,0.875,0.029,0.000,0.000,0
40,3,0.000,0.009,0.138,0.841,0.013,0.000,0
40,4,0.000,0.000,0.013,0.147,0.840,0.000,0
40,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0,0.379,0.426,0.157,0.033,0.004,0.000,0
41,1,0.063,0.481,0.342,0.105,0.009,0.000,0
41,2,0.010,0.147,0.553,0.255,0.035,0.000,0
41,3,0.002,0.047,0.233,0.574,0.144,0.000,0
41,4,0.000,0.000,0.057,0.486,0.457,0.000,0
41,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,0,0.857,0.131,0.012,0.000,0.000,0.000,0
42,1,0.052,0.841,0.101,0.006,0.000,0.000,0
42,2,0.003,0.122,0.808,0.065,0.002,0.000,0
42,3,0.000,0.011,0.185,0.793,0.011,0.000,0
42,4,0.000,0.000,0.016,0.207,0.777,0.000,0
42,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,0,0.942,0.058,0.000,0.000,0.000,0.000,0
43,1,0.059,0.897,0.043,0.001,0.000,0.000,0
43,2,0.002,0.123,0.844,0.031,0.000,0.000,0
43,3,0.001,0.013,0.198,0.767,0.020,0.000,0
43,4,0.000,0.000,0.013,0.204,0.783,0.000,0
43,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,0,0.494,0.387,0.109,0.009,0.002,0.000,0
44,1,0.079,0.558,0.299,0.058,0.005,0.000,0
44,2,0.015,0.168,0.580,0.214,0.023,0.000,0
44,3,0.005,0.046,0.301,0.542,0.107,0.000,0
44,4,0.000,0.007,0.049,0.408,0.535,0.000,0
44,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,0,0.906,0.085,0.009,0.000,0.000,0.000,0
45,1,0.136,0.788,0.073,0.003,0.000,0.000,0
45,2,0.021,0.252,0.697,0.029,0.001,0.000,0
45,3,0.002,0.046,0.295,0.636,0.020,0.000,0
45,4,0.000,0.014,0.090,0.351,0.545,0.000,0
45,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,0,0.963,0.035,0.002,0.000,0.000,0.000,0
46,1,0.098,0.882,0.020,0.001,0.000,0.000,0
46,2,0.011,0.184,0.795,0.010,0.000,0.000,0
46,3,0.001,0.028,0.221,0.746,0.004,0.000,0
46,4,0.000,0.007,0.037,0.287,0.669,0.000,0
46,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,0,0.587,0.342,0.063,0.007,0.000,0.000,0
47,1,0.144,0.598,0.224,0.033,0.001,0.000,0
47,2,0.040,0.252,0.560,0.140,0.009,0.000,0
47,3,0.013,0.063,0.356,0.497,0.071,0.000,0
47,4,0.000,0.032,0.170,0.468,0.330,0.000,0
47,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,0,0.882,0.115,0.001,0.001,0.000,0.000,0
48,1,0.111,0.829,0.058,0.002,0.000,0.000,0
48,2,0.015,0.198,0.751,0.036,0.000,0.000,0
48,3,0.002,0.038,0.257,0.685,0.019,0.000,0
48,4,0.000,0.000,0.055,0.374,0.571,0.000,0
48,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,0,0.942,0.056,0.002,0.000,0.000,0.000,0
49,1,0.069,0.891,0.040,0.000,0.000,0.000,0
49,2,0.009,0.155,0.807,0.028,0.001,0.000,0
49,3,0.000,0.024,0.201,0.764,0.011,0.000,0
49,4,0.000,0.000,0.016,0.172,0.812,0.000,0
49,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,0,0.819,0.168,0.012,0.000,0.000,0.000,0
50,1,0.166,0.726,0.103,0.004,0.000,0.000,0
50,2,0.025,0.276,0.638,0.059,0.001,0.000,0
50,3,0.013,0.067,0.341,0.565,0.013,0.000,0
50,4,0.000,0.051,0.119,0.339,0.492,0.000,0
50,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,0,0.923,0.073,0.004,0.000,0.000,0.000,0
51,1,0.091,0.858,0.050,0.000,0.000,0.000,0
51,2,0.011,0.166,0.791,0.032,0.000,0.000,0
51,3,0.000,0.019,0.232,0.733,0.016,0.000,0
51,4,0.000,0.000,0.108,0.162,0.730,0.000,0
51,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,0,0.950,0.049,0.001,0.000,0.000,0.000,0
52,1,0.035,0.920,0.045,0.000,0.000,0.000,0
52,2,0.001,0.078,0.895,0.026,0.000,0.000,0
52,3,0.000,0.000,0.091,0.897,0.013,0.000,0
52,4,0.000,0.000,0.000,0.273,0.727,0.000,0
52,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,0,0.766,0.215,0.019,0.000,0.000,0.000,0
53,1,0.089,0.757,0.141,0.013,0.000,0.000,0
53,2,0.012,0.171,0.720,0.093,0.002,0.000,0
53,3,0.003,0.028,0.230,0.702,0.037,0.000,0
53,4,0.000,0.000,0.071,0.393,0.536,0.000,0
53,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,0,0.950,0.049,0.001,0.000,0.000,0.000,0
54,1,0.039,0.923,0.037,0.000,0.000,0.000,0
54,2,0.000,0.080,0.899,0.021,0.000,0.000,0
54,3,0.000,0.000,0.090,0.900,0.011,0.000,0
54,4,0.000,0.000,0.032,0.097,0.871,0.000,0
54,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,0,0.984,0.016,0.000,0.000,0.000,0.000,0
55,1,0.031,0.955,0.014,0.000,0.000,0.000,0
55,2,0.001,0.058,0.931,0.010,0.000,0.000,0
55,3,0.000,0.003,0.086,0.911,0.000,0.000,0
55,4,0.000,0.000,0.000,0.065,0.935,0.000,0
55,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,0,0.917,0.079,0.004,0.000,0.000,0.000,0
56,1,0.074,0.867,0.057,0.002,0.000,0.000,0
56,2,0.007,0.153,0.810,0.031,0.000,0.000,0
56,3,0.000,0.025,0.193,0.768,0.014,0.000,0
56,4,0.000,0.000,0.034,0.379,0.586,0.000,0
56,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,0,0.978,0.022,0.000,0.000,0.000,0.000,0
57,1,0.026,0.956,0.018,0.000,0.000,0.000,0
57,2,0.000,0.049,0.932,0.019,0.000,0.000,0
57,3,0.000,0.006,0.065,0.929,0.000,0.000,0
57,4,0.000,0.000,0.000,0.000,1.000,0.000,0
57,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,0,0.983,0.017,0.000,0.000,0.000,0.000,0
58,1,0.020,0.966,0.014,0.000,0.000,0.000,0
58,2,0.000,0.042,0.952,0.006,0.000,0.000,0
58,3,0.000,0.000,0.056,0.941,0.003,0.000,0
58,4,0.000,0.000,0.000,0.000,1.000,0.000,0
58,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,0,0.835,0.153,0.011,0.001,0.000,0.000,0
59,1,0.062,0.822,0.112,0.004,0.000,0.000,0
59,2,0.006,0.106,0.807,0.077,0.004,0.000,0
59,3,0.000,0.019,0.147,0.782,0.051,0.000,0
59,4,0.000,0.000,0.043,0.261,0.696,0.000,0
59,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,0,0.976,0.024,0.000,0.000,0.000,0.000,0
60,1,0.027,0.955,0.018,0.000,0.000,0.000,0
60,2,0.000,0.047,0.941,0.012,0.000,0.000,0
60,3,0.000,0.000,0.057,0.943,0.000,0.000,0
60,4,0.000,0.000,0.000,0.135,0.865,0.000,0
60,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,0,0.991,0.009,0.000,0.000,0.000,0.000,0
61,1,0.017,0.975,0.008,0.000,0.000,0.000,0
61,2,0.001,0.040,0.956,0.002,0.000,0.000,0
61,3,0.000,0.000,0.051,0.949,0.000,0.000,0
61,4,0.000,0.000,0.062,0.125,0.812,0.000,0
61,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,0,0.940,0.056,0.004,0.000,0.000,0.000,0
62,1,0.054,0.903,0.040,0.002,0.000,0.000,0
62,2,0.001,0.099,0.859,0.039,0.002,0.000,0
62,3,0.000,0.009,0.121,0.855,0.015,0.000,0
62,4,0.000,0.000,0.000,0.115,0.885,0.000,0
62,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,0,0.965,0.035,0.000,0.000,0.000,0.000,0
63,1,0.014,0.964,0.022,0.000,0.000,0.000,0
63,2,0.000,0.037,0.948,0.015,0.000,0.000,0
63,3,0.000,0.000,0.055,0.933,0.012,0.000,0
63,4,0.000,0.000,0.000,0.100,0.900,0.000,0
63,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,0,0.972,0.028,0.000,0.000,0.000,0.000,0
64,1,0.012,0.961,0.027,0.000,0.000,0.000,0
64,2,0.000,0.021,0.962,0.017,0.000,0.000,0
64,3,0.000,0.000,0.012,0.985,0.003,0.000,0
64,4,0.000,0.000,0.000,0.032,0.968,0.000,0
64,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
