Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
65,0,0.757,0.223,0.021,0.000,0.000,0.000,0
65,1,0.075,0.737,0.172,0.016,0.000,0.000,0
65,2,0.007,0.146,0.728,0.116,0.003,0.000,0
65,3,0.000,0.022,0.225,0.700,0.052,0.000,0
65,4,0.000,0.004,0.046,0.240,0.710,0.000,0
65,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,0,0.914,0.078,0.007,0.000,0.000,0.000,0
66,1,0.042,0.893,0.065,0.001,0.000,0.000,0
66,2,0.001,0.072,0.886,0.041,0.001,0.000,0
66,3,0.000,0.005,0.103,0.873,0.019,0.000,0
66,4,0.000,0.000,0.008,0.134,0.858,0.000,0
66,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,0,0.940,0.058,0.002,0.000,0.000,0.000,0
67,1,0.011,0.932,0.056,0.001,0.000,0.000,0
67,2,0.000,0.032,0.932,0.037,0.000,0.000,0
67,3,0.000,0.001,0.047,0.935,0.018,0.000,0
67,4,0.000,0.000,0.000,0.092,0.908,0.000,0
67,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,0,0.780,0.197,0.024,0.000,0.000,0.000,0
68,1,0.067,0.776,0.145,0.012,0.000,0.000,0
68,2,0.006,0.130,0.772,0.090,0.002,0.000,0
68,3,0.001,0.017,0.199,0.726,0.057,0.000,0
68,4,0.000,0.004,0.021,0.220,0.754,0.000,0
68,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,0,0.920,0.078,0.002,0.000,0.000,0.000,0
69,1,0.017,0.946,0.035,0.001,0.000,0.000,0
69,2,0.000,0.042,0.931,0.027,0.000,0.000,0
69,3,0.000,0.001,0.060,0.923,0.016,0.000,0
69,4,0.000,0.000,0.000,0.057,0.943,0.000,0
69,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,0,0.934,0.066,0.000,0.000,0.000,0.000,0
70,1,0.024,0.915,0.061,0.000,0.000,0.000,0
70,2,0.001,0.049,0.913,0.037,0.000,0.000,0
70,3,0.000,0.002,0.082,0.904,0.013,0.000,0
70,4,0.000,0.000,0.004,0.069,0.927,0.000,0
70,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,0,0.700,0.265,0.032,0.002,0.000,0.000,0
71,1,0.077,0.716,0.185,0.022,0.000,0.000,0
71,2,0.006,0.119,0.741,0.127,0.006,0.000,0
71,3,0.001,0.020,0.181,0.746,0.052,0.000,0
71,4,0.000,0.000,0.033,0.237,0.730,0.000,0
71,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,0,0.795,0.184,0.019,0.002,0.000,0.000,0
72,1,0.036,0.825,0.130,0.010,0.000,0.000,0
72,2,0.001,0.070,0.831,0.096,0.002,0.000,0
72,3,0.000,0.004,0.117,0.837,0.042,0.000,0
72,4,0.000,0.000,0.008,0.172,0.820,0.000,0
72,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,0,0.906,0.092,0.003,0.000,0.000,0.000,0
73,1,0.015,0.910,0.072,0.003,0.000,0.000,0
73,2,0.000,0.031,0.907,0.061,0.001,0.000,0
73,3,0.000,0.000,0.051,0.930,0.019,0.000,0
73,4,0.000,0.000,0.004,0.037,0.959,0.000,0
73,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,0,0.856,0.133,0.011,0.000,0.000,0.000,0
74,1,0.063,0.832,0.099,0.006,0.000,0.000,0
74,2,0.008,0.144,0.772,0.073,0.003,0.000,0
74,3,0.000,0.017,0.186,0.760,0.036,0.000,0
74,4,0.000,0.004,0.035,0.256,0.705,0.000,0
74,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,0,0.888,0.112,0.000,0.000,0.000,0.000,0
75,1,0.035,0.872,0.091,0.001,0.000,0.000,0
75,2,0.001,0.068,0.873,0.059,0.000,0.000,0
75,3,0.000,0.004,0.106,0.860,0.031,0.000,0
75,4,0.000,0.000,0.017,0.161,0.822,0.000,0
75,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,0,0.876,0.120,0.005,0.000,0.000,0.000,0
76,1,0.041,0.871,0.088,0.000,0.000,0.000,0
76,2,0.001,0.075,0.865,0.057,0.002,0.000,0
76,3,0.000,0.005,0.094,0.877,0.024,0.000,0
76,4,0.000,0.000,0.013,0.170,0.816,0.000,0
76,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,0,0.813,0.166,0.018,0.002,0.000,0.000,0
77,1,0.097,0.775,0.120,0.008,0.001,0.000,0
77,2,0.011,0.157,0.739,0.090,0.003,0.000,0
77,3,0.000,0.021,0.206,0.718,0.054,0.000,0
77,4,0.000,0.000,0.028,0.278,0.693,0.000,0
77,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,0,0.836,0.156,0.008,0.000,0.000,0.000,0
78,1,0.035,0.843,0.111,0.010,0.000,0.000,0
78,2,0.002,0.074,0.835,0.087,0.002,0.000,0
78,3,0.000,0.003,0.100,0.863,0.033,0.000,0
78,4,0.000,0.000,0.005,0.107,0.888,0.000,0
78,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79,0,0.959,0.037,0.004,0.000,0.000,0.000,0
79,1,0.021,0.944,0.035,0.001,0.000,0.000,0
79,2,0.000,0.036,0.942,0.022,0.000,0.000,0
79,3,0.000,0.001,0.038,0.954,0.007,0.000,0
79,4,0.000,0.000,0.000,0.093,0.907,0.000,0
79,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80,0,0.871,0.123,0.004,0.002,0.000,0.000,0
80,1,0.050,0.843,0.104,0.003,0.000,0.000,0
80,2,0.002,0.108,0.828,0.062,0.001,0.000,0
80,3,0.000,0.011,0.172,0.787,0.029,0.000,0
80,4,0.000,0.000,0.019,0.239,0.742,0.000,0
80,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81,0,0.925,0.071,0.004,0.000,0.000,0.000,0
81,1,0.047,0.893,0.059,0.001,0.000,0.000,0
81,2,0.001,0.078,0.886,0.035,0.000,0.000,0
81,3,0.000,0.006,0.119,0.865,0.010,0.000,0
81,4,0.000,0.000,0.016,0.157,0.827,0.000,0
81,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82,0,0.947,0.050,0.004,0.000,0.000,0.000,0
82,1,0.013,0.947,0.040,0.000,0.000,0.000,0
82,2,0.000,0.021,0.953,0.027,0.000,0.000,0
82,3,0.000,0.001,0.042,0.945,0.012,0.000,0
82,4,0.000,0.000,0.000,0.071,0.929,0.000,0
82,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83,0,0.832,0.155,0.013,0.000,0.000,0.000,0
83,1,0.035,0.829,0.128,0.008,0.000,0.000,0
83,2,0.002,0.082,0.816,0.097,0.003,0.000,0
83,3,0.000,0.008,0.129,0.821,0.042,0.000,0
83,4,0.000,0.000,0.018,0.119,0.863,0.000,0
83,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84,0,0.804,0.174,0.020,0.002,0.000,0.000,0
84,1,0.020,0.822,0.151,0.007,0.000,0.000,0
84,2,0.001,0.055,0.853,0.090,0.002,0.000,0
84,3,0.000,0.000,0.055,0.898,0.046,0.000,0
84,4,0.000,0.000,0.000,0.079,0.921,0.000,0
84,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85,0,0.933,0.062,0.005,0.000,0.000,0.000,0
85,1,0.013,0.933,0.053,0.001,0.000,0.000,0
85,2,0.000,0.028,0.941,0.031,0.000,0.000,0
85,3,0.000,0.000,0.032,0.955,0.014,0.000,0
85,4,0.000,0.000,0.004,0.048,0.947,0.000,0
85,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86,0,0.882,0.114,0.005,0.000,0.000,0.000,0
86,1,0.042,0.862,0.093,0.004,0.000,0.000,0
86,2,0.005,0.088,0.845,0.062,0.001,0.000,0
86,3,0.000,0.007,0.134,0.832,0.027,0.000,0
86,4,0.000,0.000,0.000,0.183,0.817,0.000,0
86,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,0,0.923,0.071,0.007,0.000,0.000,0.000,0
87,1,0.041,0.896,0.063,0.000,0.000,0.000,0
87,2,0.001,0.070,0.883,0.046,0.000,0.000,0
87,3,0.000,0.003,0.105,0.861,0.031,0.000,0
87,4,0.000,0.000,0.000,0.137,0.863,0.000,0
87,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88,0,0.860,0.138,0.002,0.000,0.000,0.000,0
88,1,0.010,0.893,0.094,0.003,0.000,0.000,0
88,2,0.000,0.012,0.920,0.067,0.001,0.000,0
88,3,0.000,0.000,0.023,0.940,0.037,0.000,0
88,4,0.000,0.000,0.000,0.018,0.982,0.000,0
88,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89,0,0.772,0.199,0.029,0.000,0.000,0.000,0
89,1,0.051,0.773,0.163,0.012,0.001,0.000,0
89,2,0.005,0.107,0.794,0.091,0.002,0.000,0
89,3,0.000,0.011,0.157,0.779,0.053,0.000,0
89,4,0.000,0.000,0.019,0.285,0.696,0.000,0
89,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90,0,0.857,0.131,0.013,0.000,0.000,0.000,0
90,1,0.023,0.862,0.112,0.003,0.000,0.000,0
90,2,0.000,0.043,0.893,0.063,0.001,0.000,0
90,3,0.000,0.002,0.062,0.906,0.031,0.000,0
90,4,0.000,0.000,0.004,0.094,0.902,0.000,0
90,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91,0,0.906,0.089,0.005,0.000,0.000,0.000,0
91,1,0.014,0.915,0.071,0.000,0.000,0.000,0
91,2,0.000,0.029,0.921,0.049,0.001,0.000,0
91,3,0.000,0.000,0.039,0.939,0.022,0.000,0
91,4,0.000,0.000,0.000,0.050,0.950,0.000,0
91,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92,0,0.811,0.175,0.014,0.000,0.000,0.000,0
92,1,0.030,0.838,0.127,0.005,0.000,0.000,0
92,2,0.001,0.070,0.842,0.086,0.001,0.000,0
92,3,0.000,0.004,0.105,0.847,0.044,0.000,0
92,4,0.000,0.000,0.015,0.132,0.853,0.000,0
92,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93,0,0.921,0.076,0.003,0.000,0.000,0.000,0
93,1,0.028,0.884,0.084,0.004,0.000,0.000,0
93,2,0.001,0.052,0.893,0.053,0.001,0.000,0
93,3,0.000,0.002,0.081,0.883,0.033,0.000,0
93,4,0.000,0.000,0.000,0.091,0.909,0.000,0
93,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94,0,0.947,0.050,0.003,0.000,0.000,0.000,0
94,1,0.010,0.940,0.050,0.001,0.000,0.000,0
94,2,0.000,0.019,0.948,0.033,0.000,0.000,0
94,3,0.000,0.000,0.023,0.963,0.014,0.000,0
94,4,0.000,0.000,0.000,0.023,0.977,0.000,0
94,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95,0,0.817,0.171,0.012,0.000,0.000,0.000,0
95,1,0.041,0.819,0.134,0.007,0.000,0.000,0
95,2,0.003,0.088,0.815,0.092,0.003,0.000,0
95,3,0.000,0.007,0.123,0.829,0.041,0.000,0
95,4,0.000,0.000,0.010,0.176,0.815,0.000,0
95,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96,0,0.869,0.125,0.006,0.000,0.000,0.000,0
96,1,0.029,0.840,0.124,0.006,0.001,0.000,0
96,2,0.001,0.050,0.871,0.077,0.001,0.000,0
96,3,0.000,0.003,0.091,0.863,0.043,0.000,0
96,4,0.000,0.000,0.013,0.131,0.856,0.000,0
96,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97,0,0.876,0.115,0.009,0.000,0.000,0.000,0
97,1,0.014,0.889,0.092,0.005,0.000,0.000,0
97,2,0.001,0.025,0.919,0.054,0.001,0.000,0
97,3,0.000,0.000,0.041,0.924,0.035,0.000,0
97,4,0.000,0.000,0.003,0.043,0.954,0.000,0
97,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98,0,0.736,0.237,0.027,0.000,0.000,0.000,0
98,1,0.038,0.750,0.204,0.009,0.000,0.000,0
98,2,0.002,0.069,0.797,0.127,0.006,0.000,0
98,3,0.000,0.005,0.092,0.830,0.074,0.000,0
98,4,0.000,0.003,0.008,0.149,0.839,0.000,0
98,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,0,0.839,0.150,0.011,0.000,0.000,0.000,0
99,1,0.010,0.871,0.115,0.004,0.000,0.000,0
99,2,0.000,0.024,0.906,0.068,0.002,0.000,0
99,3,0.000,0.001,0.037,0.926,0.037,0.000,0
99,4,0.000,0.000,0.000,0.057,0.943,0.000,0
99,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100,0,0.902,0.098,0.000,0.000,0.000,0.000,0
100,1,0.008,0.941,0.049,0.002,0.000,0.000,0
100,2,0.000,0.022,0.942,0.035,0.000,0.000,0
100,3,0.000,0.001,0.039,0.939,0.021,0.000,0
100,4,0.000,0.000,0.002,0.066,0.932,0.000,0
100,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101,0,0.718,0.245,0.032,0.005,0.000,0.000,0
101,1,0.034,0.747,0.205,0.014,0.000,0.000,0
101,2,0.003,0.068,0.780,0.142,0.006,0.000,0
101,3,0.001,0.004,0.112,0.826,0.058,0.000,0
101,4,0.000,0.000,0.014,0.146,0.841,0.000,0
101,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,0,0.829,0.161,0.010,0.000,0.000,0.000,0
102,1,0.023,0.872,0.098,0.006,0.000,0.000,0
102,2,0.001,0.042,0.892,0.065,0.000,0.000,0
102,3,0.000,0.003,0.057,0.906,0.034,0.000,0
102,4,0.000,0.000,0.000,0.071,0.929,0.000,0
102,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103,0,0.878,0.122,0.000,0.000,0.000,0.000,0
103,1,0.012,0.889,0.095,0.004,0.000,0.000,0
103,2,0.000,0.026,0.898,0.073,0.002,0.000,0
103,3,0.000,0.001,0.038,0.917,0.044,0.000,0
103,4,0.000,0.000,0.000,0.056,0.944,0.000,0
103,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104,0,0.763,0.203,0.034,0.000,0.000,0.000,0
104,1,0.038,0.758,0.190,0.014,0.000,0.000,0
104,2,0.002,0.058,0.799,0.137,0.004,0.000,0
104,3,0.000,0.004,0.107,0.822,0.066,0.000,0
104,4,0.000,0.000,0.008,0.140,0.853,0.000,0
104,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105,0,0.861,0.127,0.012,0.000,0.000,0.000,0
105,1,0.016,0.869,0.112,0.004,0.000,0.000,0
105,2,0.001,0.035,0.890,0.072,0.002,0.000,0
105,3,0.000,0.001,0.061,0.897,0.041,0.000,0
105,4,0.000,0.000,0.000,0.071,0.929,0.000,0
105,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106,0,0.902,0.098,0.000,0.000,0.000,0.000,0
106,1,0.014,0.916,0.070,0.000,0.000,0.000,0
106,2,0.000,0.033,0.922,0.045,0.001,0.000,0
106,3,0.000,0.001,0.044,0.931,0.024,0.000,0
106,4,0.000,0.000,0.000,0.059,0.941,0.000,0
106,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107,0,0.766,0.234,0.000,0.000,0.000,0.000,0
107,1,0.059,0.802,0.130,0.009,0.000,0.000,0
107,2,0.005,0.100,0.802,0.093,0.000,0.000,0
107,3,0.000,0.012,0.169,0.775,0.043,0.000,0
107,4,0.000,0.003,0.020,0.215,0.762,0.000,0
107,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108,0,0.809,0.185,0.006,0.000,0.000,0.000,0
108,1,0.026,0.859,0.106,0.009,0.000,0.000,0
108,2,0.000,0.043,0.876,0.080,0.001,0.000,0
108,3,0.000,0.000,0.069,0.885,0.046,0.000,0
108,4,0.000,0.000,0.002,0.079,0.919,0.000,0
108,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109,0,0.898,0.096,0.006,0.000,0.000,0.000,0
109,1,0.011,0.890,0.099,0.000,0.000,0.000,0
109,2,0.000,0.013,0.923,0.062,0.001,0.000,0
109,3,0.000,0.000,0.026,0.945,0.030,0.000,0
109,4,0.000,0.000,0.002,0.030,0.968,0.000,0
109,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110,0,0.844,0.144,0.013,0.000,0.000,0.000,0
110,1,0.030,0.813,0.147,0.010,0.000,0.000,0
110,2,0.000,0.052,0.845,0.102,0.001,0.000,0
110,3,0.000,0.002,0.084,0.860,0.054,0.000,0
110,4,0.000,0.000,0.008,0.113,0.878,0.000,0
110,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,0,0.838,0.163,0.000,0.000,0.000,0.000,0
111,1,0.016,0.862,0.114,0.008,0.000,0.000,0
111,2,0.001,0.039,0.879,0.079,0.002,0.000,0
111,3,0.000,0.002,0.063,0.892,0.044,0.000,0
111,4,0.000,0.000,0.003,0.092,0.905,0.000,0
111,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112,0,0.953,0.047,0.000,0.000,0.000,0.000,0
112,1,0.013,0.937,0.047,0.003,0.000,0.000,0
112,2,0.000,0.013,0.963,0.024,0.000,0.000,0
112,3,0.000,0.000,0.024,0.964,0.012,0.000,0
112,4,0.000,0.000,0.002,0.043,0.955,0.000,0
112,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113,0,0.735,0.232,0.033,0.000,0.000,0.000,0
113,1,0.028,0.786,0.176,0.009,0.001,0.000,0
113,2,0.001,0.067,0.826,0.102,0.005,0.000,0
113,3,0.001,0.005,0.105,0.832,0.057,0.000,0
113,4,0.000,0.000,0.006,0.126,0.868,0.000,0
113,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114,0,0.910,0.090,0.000,0.000,0.000,0.000,0
114,1,0.025,0.904,0.064,0.007,0.000,0.000,0
114,2,0.000,0.041,0.923,0.036,0.001,0.000,0
114,3,0.000,0.001,0.051,0.931,0.017,0.000,0
114,4,0.000,0.000,0.002,0.076,0.922,0.000,0
114,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115,0,0.957,0.043,0.000,0.000,0.000,0.000,0
115,1,0.013,0.960,0.026,0.001,0.000,0.000,0
115,2,0.000,0.038,0.939,0.022,0.001,0.000,0
115,3,0.000,0.001,0.056,0.934,0.008,0.000,0
115,4,0.000,0.000,0.002,0.090,0.908,0.000,0
115,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116,0,0.724,0.234,0.034,0.007,0.000,0.000,0
116,1,0.005,0.785,0.193,0.017,0.000,0.000,0
116,2,0.001,0.019,0.818,0.155,0.007,0.000,0
116,3,0.000,0.001,0.034,0.900,0.066,0.000,0
116,4,0.000,0.000,0.000,0.045,0.955,0.000,0
116,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117,0,0.864,0.118,0.018,0.000,0.000,0.000,0
117,1,0.010,0.900,0.086,0.004,0.000,0.000,0
117,2,0.000,0.017,0.914,0.067,0.002,0.000,0
117,3,0.000,0.000,0.014,0.951,0.035,0.000,0
117,4,0.000,0.000,0.000,0.012,0.988,0.000,0
117,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118,0,0.941,0.059,0.000,0.000,0.000,0.000,0
118,1,0.016,0.918,0.063,0.003,0.000,0.000,0
118,2,0.000,0.025,0.926,0.048,0.001,0.000,0
118,3,0.000,0.001,0.044,0.936,0.019,0.000,0
118,4,0.000,0.000,0.001,0.061,0.937,0.000,0
118,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119,0,0.738,0.234,0.019,0.009,0.000,0.000,0
119,1,0.034,0.780,0.174,0.012,0.000,0.000,0
119,2,0.004,0.077,0.823,0.094,0.003,0.000,0
119,3,0.000,0.004,0.107,0.834,0.055,0.000,0
119,4,0.000,0.000,0.012,0.136,0.851,0.000,0
119,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120,0,0.741,0.259,0.000,0.000,0.000,0.000,0
120,1,0.004,0.768,0.209,0.018,0.001,0.000,0
120,2,0.000,0.007,0.851,0.137,0.005,0.000,0
120,3,0.000,0.000,0.012,0.900,0.088,0.000,0
120,4,0.000,0.000,0.000,0.025,0.975,0.000,0
120,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121,0,0.843,0.157,0.000,0.000,0.000,0.000,0
121,1,0.005,0.897,0.096,0.002,0.000,0.000,0
121,2,0.000,0.021,0.908,0.070,0.001,0.000,0
121,3,0.000,0.000,0.032,0.935,0.033,0.000,0
121,4,0.000,0.000,0.001,0.042,0.957,0.000,0
121,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122,0,0.822,0.178,0.000,0.000,0.000,0.000,0
122,1,0.029,0.825,0.146,0.000,0.000,0.000,0
122,2,0.001,0.062,0.841,0.093,0.003,0.000,0
122,3,0.000,0.007,0.112,0.839,0.042,0.000,0
122,4,0.000,0.000,0.007,0.143,0.850,0.000,0
122,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,0,0.846,0.154,0.000,0.000,0.000,0.000,0
123,1,0.014,0.907,0.071,0.009,0.000,0.000,0
123,2,0.001,0.023,0.914,0.062,0.001,0.000,0
123,3,0.000,0.001,0.041,0.923,0.035,0.000,0
123,4,0.000,0.000,0.002,0.040,0.958,0.000,0
123,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,0,0.907,0.093,0.000,0.000,0.000,0.000,0
124,1,0.007,0.938,0.054,0.002,0.000,0.000,0
124,2,0.000,0.036,0.927,0.037,0.000,0.000,0
124,3,0.000,0.002,0.049,0.928,0.021,0.000,0
124,4,0.000,0.000,0.000,0.071,0.929,0.000,0
124,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125,0,0.833,0.139,0.028,0.000,0.000,0.000,0
125,1,0.064,0.778,0.141,0.016,0.000,0.000,0
125,2,0.004,0.088,0.807,0.098,0.003,0.000,0
125,3,0.000,0.008,0.141,0.803,0.049,0.000,0
125,4,0.000,0.000,0.024,0.209,0.767,0.000,0
125,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126,0,0.724,0.248,0.029,0.000,0.000,0.000,0
126,1,0.025,0.760,0.203,0.013,0.000,0.000,0
126,2,0.001,0.040,0.819,0.136,0.004,0.000,0
126,3,0.000,0.002,0.065,0.867,0.066,0.000,0
126,4,0.000,0.000,0.005,0.115,0.880,0.000,0
126,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127,0,0.968,0.032,0.000,0.000,0.000,0.000,0
127,1,0.014,0.948,0.036,0.002,0.000,0.000,0
127,2,0.000,0.038,0.937,0.025,0.000,0.000,0
127,3,0.000,0.004,0.052,0.926,0.018,0.000,0
127,4,0.000,0.000,0.001,0.074,0.924,0.000,0
127,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,0,0.806,0.163,0.031,0.000,0.000,0.000,0
128,1,0.051,0.835,0.114,0.000,0.000,0.000,0
128,2,0.005,0.127,0.813,0.054,0.001,0.000,0
128,3,0.001,0.011,0.194,0.758,0.036,0.000,0
128,4,0.000,0.001,0.030,0.272,0.697,0.000,0
128,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129,0,0.934,0.066,0.000,0.000,0.000,0.000,0
129,1,0.026,0.920,0.054,0.000,0.000,0.000,0
129,2,0.002,0.059,0.902,0.035,0.001,0.000,0
129,3,0.000,0.001,0.077,0.901,0.021,0.000,0
129,4,0.000,0.000,0.012,0.139,0.849,0.000,0
