Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
5,0,0.984,0.016,0.000,0.000,0.000,0.000,0
5,1,0.369,0.628,0.003,0.000,0.000,0.000,0
5,2,0.067,0.496,0.430,0.007,0.000,0.000,0
5,3,0.000,0.250,0.250,0.500,0.000,0.000,0
5,4,0.000,0.000,0.000,0.000,0.000,0.000,0
5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,0,0.986,0.014,0.000,0.000,0.000,0.000,0
6,1,0.071,0.919,0.009,0.000,0.000,0.000,0
6,2,0.000,0.063,0.921,0.016,0.000,0.000,0
6,3,0.000,0.000,0.333,0.667,0.000,0.000,0
6,4,0.000,0.000,0.000,0.000,0.000,0.000,0
6,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,0,0.986,0.014,0.000,0.000,0.000,0.000,0
7,1,0.035,0.951,0.014,0.000,0.000,0.000,0
7,2,0.000,0.059,0.912,0.029,0.000,0.000,0
7,3,0.000,0.000,0.333,0.667,0.000,0.000,0
7,4,0.000,0.000,0.000,0.000,0.000,0.000,0
7,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,0,0.980,0.020,0.000,0.000,0.000,0.000,0
8,1,0.177,0.807,0.016,0.000,0.000,0.000,0
8,2,0.067,0.307,0.627,0.000,0.000,0.000,0
8,3,0.000,0.500,0.250,0.250,0.000,0.000,0
8,4,0.000,0.000,0.000,0.000,0.000,0.000,0
8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,0,1.000,0.000,0.000,0.000,0.000,0.000,0
9,1,0.065,0.935,0.000,0.000,0.000,0.000,0
9,2,0.000,0.177,0.823,0.000,0.000,0.000,0
9,3,0.000,0.000,0.000,1.000,0.000,0.000,0
9,4,0.000,0.000,0.000,0.000,0.000,0.000,0
9,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,0,0.994,0.006,0.000,0.000,0.000,0.000,0
10,1,0.087,0.909,0.004,0.000,0.000,0.000,0
10,2,0.000,0.196,0.804,0.000,0.000,0.000,0
10,3,0.000,0.000,0.000,1.000,0.000,0.000,0
10,4,0.000,0.000,0.000,0.000,0.000,0.000,0
10,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,0,0.980,0.020,0.000,0.000,0.000,0.000,0
11,1,0.340,0.651,0.009,0.000,0.000,0.000,0
11,2,0.114,0.523,0.364,0.000,0.000,0.000,0
11,3,0.000,0.000,1.000,0.000,0.000,0.000,0
11,4,0.000,0.000,0.000,0.000,0.000,0.000,0
11,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,0,1.000,0.000,0.000,0.000,0.000,0.000,0
12,1,0.150,0.850,0.000,0.000,0.000,0.000,0
12,2,0.000,0.250,0.750,0.000,0.000,0.000,0
12,3,0.000,0.000,0.000,0.000,0.000,0.000,0
12,4,0.000,0.000,0.000,0.000,0.000,0.000,0
12,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13,0,0.993,0.007,0.000,0.000,0.000,0.000,0
13,1,0.000,0.998,0.002,0.000,0.000,0.000,0
13,2,0.000,0.000,0.944,0.056,0.000,0.000,0
13,3,0.000,0.000,0.000,0.000,0.000,0.000,0
13,4,0.000,0.000,0.000,0.000,0.000,0.000,0
13,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,0,1.000,0.000,0.000,0.000,0.000,0.000,0
14,1,0.344,0.656,0.000,0.000,0.000,0.000,0
14,2,0.056,0.500,0.444,0.000,0.000,0.000,0
14,3,0.000,1.000,0.000,0.000,0.000,0.000,0
14,4,0.000,0.000,0.000,0.000,0.000,0.000,0
14,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15,0,1.000,0.000,0.000,0.000,0.000,0.000,0
15,1,0.158,0.842,0.000,0.000,0.000,0.000,0
15,2,0.000,0.375,0.625,0.000,0.000,0.000,0
15,3,0.000,0.000,0.000,0.000,0.000,0.000,0
15,4,0.000,0.000,0.000,0.000,0.000,0.000,0
15,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16,0,1.000,0.000,0.000,0.000,0.000,0.000,0
16,1,0.094,0.906,0.000,0.000,0.000,0.000,0
16,2,0.000,0.200,0.800,0.000,0.000,0.000,0
16,3,0.000,0.000,0.000,0.000,0.000,0.000,0
16,4,0.000,0.000,0.000,0.000,0.000,0.000,0
16,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17,0,0.987,0.013,0.000,0.000,0.000,0.000,0
17,1,0.301,0.692,0.007,0.000,0.000,0.000,0
17,2,0.500,0.250,0.250,0.000,0.000,0.000,0
17,3,0.000,0.000,0.000,0.000,0.000,0.000,0
17,4,0.000,0.000,0.000,0.000,0.000,0.000,0
17,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18,0,1.000,0.000,0.000,0.000,0.000,0.000,0
18,1,0.144,0.856,0.000,0.000,0.000,0.000,0
18,2,0.000,0.333,0.667,0.000,0.000,0.000,0
18,3,0.000,0.000,0.000,0.000,0.000,0.000,0
18,4,0.000,0.000,0.000,0.000,0.000,0.000,0
18,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19,0,1.000,0.000,0.000,0.000,0.000,0.000,0
19,1,0.127,0.873,0.000,0.000,0.000,0.000,0
19,2,0.000,0.500,0.500,0.000,0.000,0.000,0
19,3,0.000,0.000,0.000,0.000,0.000,0.000,0
19,4,0.000,0.000,0.000,0.000,0.000,0.000,0
19,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20,0,0.972,0.027,0.001,0.000,0.000,0.000,0
20,1,0.000,0.985,0.015,0.000,0.000,0.000,0
20,2,0.000,0.000,1.000,0.000,0.000,0.000,0
20,3,0.000,0.000,0.000,0.000,0.000,0.000,0
20,4,0.000,0.000,0.000,0.000,0.000,0.000,0
20,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21,0,0.994,0.006,0.000,0.000,0.000,0.000,0
21,1,0.163,0.837,0.000,0.000,0.000,0.000,0
21,2,0.000,0.667,0.333,0.000,0.000,0.000,0
21,3,0.000,0.000,0.000,0.000,0.000,0.000,0
21,4,0.000,0.000,0.000,0.000,0.000,0.000,0
21,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22,0,1.000,0.000,0.000,0.000,0.000,0.000,0
22,1,0.000,1.000,0.000,0.000,0.000,0.000,0
22,2,0.000,0.000,1.000,0.000,0.000,0.000,0
22,3,0.000,0.000,0.000,0.000,0.000,0.000,0
22,4,0.000,0.000,0.000,0.000,0.000,0.000,0
22,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
23,0,0.901,0.095,0.004,0.000,0.000,0.000,0
23,1,0.750,0.233,0.017,0.000,0.000,0.000,0
23,2,0.333,0.667,0.000,0.000,0.000,0.000,0
23,3,0.000,0.000,0.000,0.000,0.000,0.000,0
23,4,0.000,0.000,0.000,0.000,0.000,0.000,0
23,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
23,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
24,0,0.995,0.005,0.000,0.000,0.000,0.000,0
24,1,0.044,0.948,0.008,0.000,0.000,0.000,0
24,2,0.000,0.091,0.909,0.000,0.000,0.000,0
24,3,0.000,0.000,0.000,0.000,0.000,0.000,0
24,4,0.000,0.000,0.000,0.000,0.000,0.000,0
24,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
24,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25,0,0.993,0.007,0.000,0.000,0.000,0.000,0
25,1,0.052,0.946,0.002,0.000,0.000,0.000,0
25,2,0.000,0.083,0.917,0.000,0.000,0.000,0
25,3,0.000,0.000,0.000,0.000,0.000,0.000,0
25,4,0.000,0.000,0.000,0.000,0.000,0.000,0
25,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,0,0.962,0.037,0.001,0.000,0.000,0.000,0
26,1,0.252,0.727,0.021,0.000,0.000,0.000,0
26,2,0.000,0.522,0.478,0.000,0.000,0.000,0
26,3,0.000,0.000,0.000,0.000,0.000,0.000,0
26,4,0.000,0.000,0.000,0.000,0.000,0.000,0
26,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,0,1.000,0.000,0.000,0.000,0.000,0.000,0
27,1,0.054,0.946,0.000,0.000,0.000,0.000,0
27,2,0.000,0.120,0.880,0.000,0.000,0.000,0
27,3,0.000,0.000,0.000,0.000,0.000,0.000,0
27,4,0.000,0.000,0.000,0.000,0.000,0.000,0
27,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28,0,0.994,0.006,0.000,0.000,0.000,0.000,0
28,1,0.113,0.883,0.004,0.000,0.000,0.000,0
28,2,0.000,0.318,0.682,0.000,0.000,0.000,0
28,3,0.000,0.000,0.000,0.000,0.000,0.000,0
28,4,0.000,0.000,0.000,0.000,0.000,0.000,0
28,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,0,0.957,0.042,0.001,0.000,0.000,0.000,0
29,1,0.168,0.802,0.030,0.000,0.000,0.000,0
29,2,0.000,0.176,0.824,0.000,0.000,0.000,0
29,3,0.000,0.000,0.000,0.000,0.000,0.000,0
29,4,0.000,0.000,0.000,0.000,0.000,0.000,0
29,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,0,0.988,0.012,0.000,0.000,0.000,0.000,0
30,1,0.037,0.955,0.008,0.000,0.000,0.000,0
30,2,0.000,0.061,0.939,0.000,0.000,0.000,0
30,3,0.000,0.000,0.000,0.000,0.000,0.000,0
30,4,0.000,0.000,0.000,0.000,0.000,0.000,0
30,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,0,0.994,0.006,0.000,0.000,0.000,0.000,0
31,1,0.034,0.960,0.006,0.000,0.000,0.000,0
31,2,0.000,0.135,0.865,0.000,0.000,0.000,0
31,3,0.000,0.000,0.000,0.000,0.000,0.000,0
31,4,0.000,0.000,0.000,0.000,0.000,0.000,0
31,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,0,0.906,0.090,0.004,0.000,0.000,0.000,0
32,1,0.092,0.835,0.070,0.003,0.000,0.000,0
32,2,0.028,0.111,0.833,0.028,0.000,0.000,0
32,3,0.000,0.000,0.000,0.000,0.000,0.000,0
32,4,0.000,0.000,0.000,0.000,0.000,0.000,0
32,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,0,0.975,0.024,0.001,0.000,0.000,0.000,0
33,1,0.100,0.876,0.023,0.001,0.000,0.000,0
33,2,0.011,0.222,0.756,0.011,0.000,0.000,0
33,3,0.000,0.000,0.333,0.667,0.000,0.000,0
33,4,0.000,0.000,0.000,0.000,0.000,0.000,0
33,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,0,0.994,0.006,0.000,0.000,0.000,0.000,0
34,1,0.092,0.905,0.003,0.000,0.000,0.000,0
34,2,0.000,0.140,0.860,0.000,0.000,0.000,0
34,3,0.000,0.000,0.250,0.750,0.000,0.000,0
34,4,0.000,0.000,0.000,0.000,0.000,0.000,0
34,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,0,0.783,0.196,0.019,0.001,0.000,0.000,0
35,1,0.127,0.721,0.140,0.011,0.000,0.000,0
35,2,0.060,0.333,0.524,0.083,0.000,0.000,0
35,3,0.000,0.000,0.333,0.333,0.333,0.000,0
35,4,0.000,0.000,0.000,0.000,0.000,0.000,0
35,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,0,0.995,0.005,0.000,0.000,0.000,0.000,0
36,1,0.043,0.950,0.008,0.000,0.000,0.000,0
36,2,0.004,0.086,0.898,0.012,0.000,0.000,0
36,3,0.000,0.000,0.091,0.909,0.000,0.000,0
36,4,0.000,0.000,0.000,0.000,1.000,0.000,0
36,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,0,0.982,0.018,0.000,0.000,0.000,0.000,0
37,1,0.013,0.972,0.015,0.000,0.000,0.000,0
37,2,0.000,0.030,0.957,0.013,0.000,0.000,0
37,3,0.000,0.000,0.087,0.913,0.000,0.000,0
37,4,0.000,0.000,0.000,0.000,1.000,0.000,0
37,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,0,0.758,0.222,0.020,0.000,0.000,0.000,0
38,1,0.035,0.789,0.162,0.015,0.000,0.000,0
38,2,0.000,0.053,0.821,0.122,0.004,0.000,0
38,3,0.000,0.000,0.125,0.792,0.083,0.000,0
38,4,0.000,0.000,0.000,1.000,0.000,0.000,0
38,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,0,0.948,0.051,0.001,0.000,0.000,0.000,0
39,1,0.094,0.866,0.039,0.001,0.000,0.000,0
39,2,0.008,0.139,0.835,0.016,0.002,0.000,0
39,3,0.000,0.014,0.197,0.775,0.014,0.000,0
39,4,0.000,0.000,0.000,0.333,0.667,0.000,0
39,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0,1.000,0.000,0.000,0.000,0.000,0.000,0
40,1,0.000,1.000,0.000,0.000,0.000,0.000,0
40,2,0.000,0.000,1.000,0.000,0.000,0.000,0
40,3,0.000,0.000,0.000,1.000,0.000,0.000,0
40,4,0.000,0.000,0.000,0.000,1.000,0.000,0
40,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0,0.536,0.359,0.091,0.012,0.001,0.000,0
41,1,0.040,0.599,0.300,0.058,0.003,0.000,0
41,2,0.000,0.064,0.670,0.248,0.018,0.000,0
41,3,0.000,0.000,0.123,0.785,0.092,0.000,0
41,4,0.000,0.000,0.000,0.000,1.000,0.000,0
41,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,0,0.915,0.080,0.005,0.000,0.000,0.000,0
42,1,0.023,0.912,0.063,0.003,0.000,0.000,0
42,2,0.001,0.039,0.924,0.035,0.001,0.000,0
42,3,0.000,0.000,0.038,0.949,0.013,0.000,0
42,4,0.000,0.000,0.000,0.036,0.964,0.000,0
42,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,0,1.000,0.000,0.000,0.000,0.000,0.000,0
43,1,0.027,0.973,0.000,0.000,0.000,0.000,0
43,2,0.000,0.033,0.967,0.000,0.000,0.000,0
43,3,0.000,0.003,0.040,0.957,0.000,0.000,0
43,4,0.000,0.000,0.000,0.031,0.969,0.000,0
43,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,0,0.690,0.276,0.032,0.002,0.000,0.000,0
44,1,0.054,0.722,0.201,0.023,0.000,0.000,0
44,2,0.004,0.128,0.730,0.131,0.008,0.000,0
44,3,0.000,0.009,0.147,0.748,0.096,0.000,0
44,4,0.000,0.000,0.032,0.161,0.806,0.000,0
44,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,0,0.920,0.078,0.003,0.000,0.000,0.000,0
45,1,0.060,0.889,0.050,0.001,0.000,0.000,0
45,2,0.001,0.120,0.852,0.027,0.000,0.000,0
45,3,0.000,0.011,0.175,0.800,0.013,0.000,0
45,4,0.000,0.000,0.045,0.179,0.776,0.000,0
45,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,0,0.982,0.017,0.001,0.000,0.000,0.000,0
46,1,0.035,0.950,0.015,0.000,0.000,0.000,0
46,2,0.000,0.065,0.928,0.007,0.000,0.000,0
46,3,0.000,0.002,0.082,0.913,0.002,0.000,0
46,4,0.000,0.000,0.000,0.086,0.914,0.000,0
46,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,0,0.456,0.398,0.131,0.014,0.000,0.000,0
47,1,0.031,0.554,0.339,0.073,0.003,0.000,0
47,2,0.001,0.063,0.645,0.268,0.023,0.000,0
47,3,0.000,0.008,0.122,0.719,0.152,0.000,0
47,4,0.000,0.000,0.037,0.167,0.796,0.000,0
47,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,0,0.908,0.089,0.003,0.000,0.000,0.000,0
48,1,0.031,0.874,0.091,0.004,0.000,0.000,0
48,2,0.001,0.066,0.876,0.054,0.002,0.000,0
48,3,0.001,0.004,0.096,0.860,0.038,0.000,0
48,4,0.000,0.000,0.014,0.187,0.799,0.000,0
48,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,0,0.974,0.026,0.000,0.000,0.000,0.000,0
49,1,0.019,0.965,0.016,0.000,0.000,0.000,0
49,2,0.001,0.050,0.932,0.017,0.000,0.000,0
49,3,0.000,0.001,0.087,0.905,0.006,0.000,0
49,4,0.000,0.000,0.014,0.076,0.910,0.000,0
49,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,0,0.654,0.283,0.062,0.000,0.000,0.000,0
50,1,0.043,0.688,0.237,0.032,0.000,0.000,0
50,2,0.002,0.095,0.741,0.153,0.009,0.000,0
50,3,0.000,0.006,0.151,0.765,0.078,0.000,0
50,4,0.000,0.000,0.007,0.190,0.803,0.000,0
50,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,0,0.981,0.019,0.000,0.000,0.000,0.000,0
51,1,0.035,0.946,0.019,0.000,0.000,0.000,0
51,2,0.001,0.052,0.936,0.011,0.000,0.000,0
51,3,0.000,0.006,0.079,0.911,0.004,0.000,0
51,4,0.000,0.000,0.000,0.129,0.871,0.000,0
51,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,0,0.940,0.060,0.000,0.000,0.000,0.000,0
52,1,0.018,0.954,0.028,0.000,0.000,0.000,0
52,2,0.002,0.039,0.935,0.024,0.000,0.000,0
52,3,0.000,0.001,0.057,0.930,0.012,0.000,0
52,4,0.000,0.000,0.000,0.102,0.898,0.000,0
52,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,0,0.437,0.418,0.124,0.019,0.002,0.000,0
53,1,0.035,0.559,0.329,0.068,0.009,0.000,0
53,2,0.005,0.105,0.615,0.246,0.028,0.000,0
53,3,0.000,0.018,0.171,0.685,0.127,0.000,0
53,4,0.000,0.006,0.044,0.237,0.713,0.000,0
53,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,0,0.950,0.047,0.003,0.000,0.000,0.000,0
54,1,0.045,0.925,0.030,0.000,0.000,0.000,0
54,2,0.002,0.065,0.904,0.028,0.001,0.000,0
54,3,0.000,0.003,0.108,0.872,0.017,0.000,0
54,4,0.000,0.000,0.010,0.125,0.864,0.000,0
54,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,0,0.971,0.029,0.000,0.000,0.000,0.000,0
55,1,0.030,0.957,0.013,0.000,0.000,0.000,0
55,2,0.001,0.046,0.943,0.011,0.000,0.000,0
55,3,0.000,0.002,0.062,0.930,0.006,0.000,0
55,4,0.000,0.000,0.004,0.116,0.881,0.000,0
55,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,0,0.698,0.263,0.034,0.005,0.000,0.000,0
56,1,0.067,0.714,0.201,0.018,0.000,0.000,0
56,2,0.008,0.130,0.728,0.128,0.006,0.000,0
56,3,0.000,0.021,0.228,0.692,0.059,0.000,0
56,4,0.000,0.000,0.040,0.275,0.685,0.000,0
56,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,0,0.906,0.084,0.011,0.000,0.000,0.000,0
57,1,0.035,0.881,0.082,0.003,0.000,0.000,0
57,2,0.002,0.068,0.873,0.055,0.002,0.000,0
57,3,0.000,0.007,0.118,0.845,0.031,0.000,0
57,4,0.000,0.004,0.008,0.159,0.829,0.000,0
57,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,0,0.951,0.047,0.003,0.000,0.000,0.000,0
58,1,0.025,0.936,0.039,0.000,0.000,0.000,0
58,2,0.001,0.043,0.929,0.027,0.001,0.000,0
58,3,0.000,0.003,0.064,0.917,0.016,0.000,0
58,4,0.000,0.000,0.004,0.065,0.931,0.000,0
58,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,0,0.583,0.333,0.074,0.010,0.000,0.000,0
59,1,0.072,0.613,0.269,0.043,0.002,0.000,0
59,2,0.003,0.136,0.649,0.198,0.014,0.000,0
59,3,0.000,0.026,0.221,0.659,0.093,0.000,0
59,4,0.004,0.004,0.045,0.256,0.691,0.000,0
59,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,0,0.953,0.047,0.000,0.000,0.000,0.000,0
60,1,0.031,0.946,0.020,0.002,0.000,0.000,0
60,2,0.001,0.062,0.917,0.020,0.001,0.000,0
60,3,0.000,0.003,0.087,0.900,0.010,0.000,0
60,4,0.000,0.000,0.007,0.117,0.876,0.000,0
60,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,0,0.959,0.038,0.003,0.000,0.000,0.000,0
61,1,0.021,0.949,0.029,0.001,0.000,0.000,0
61,2,0.001,0.040,0.930,0.028,0.001,0.000,0
61,3,0.000,0.002,0.060,0.930,0.008,0.000,0
61,4,0.000,0.000,0.000,0.040,0.960,0.000,0
61,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,0,0.725,0.246,0.029,0.000,0.000,0.000,0
62,1,0.058,0.757,0.171,0.013,0.001,0.000,0
62,2,0.008,0.124,0.738,0.125,0.005,0.000,0
62,3,0.000,0.013,0.168,0.748,0.071,0.000,0
62,4,0.000,0.000,0.018,0.277,0.704,0.000,0
62,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,0,0.922,0.075,0.003,0.000,0.000,0.000,0
63,1,0.024,0.935,0.040,0.001,0.000,0.000,0
63,2,0.001,0.053,0.914,0.032,0.001,0.000,0
63,3,0.000,0.003,0.070,0.911,0.017,0.000,0
63,4,0.000,0.000,0.004,0.123,0.874,0.000,0
63,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,0,0.968,0.032,0.000,0.000,0.000,0.000,0
64,1,0.012,0.972,0.016,0.000,0.000,0.000,0
64,2,0.001,0.015,0.971,0.013,0.000,0.000,0
64,3,0.000,0.000,0.030,0.965,0.005,0.000,0
64,4,0.000,0.000,0.000,0.052,0.948,0.000,0
64,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
