Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
128,2,0.003,0.082,0.870,0.045,0.000,0.000,0
128,3,0.000,0.008,0.124,0.840,0.028,0.000,0
128,4,0.000,0.000,0.012,0.156,0.823,0.010,0
128,5,0.000,0.000,0.001,0.018,0.166,0.815,0
128,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129,0,0.905,0.095,0.000,0.000,0.000,0.000,0
129,1,0.045,0.881,0.074,0.000,0.000,0.000,0
129,2,0.000,0.062,0.862,0.074,0.001,0.000,0
129,3,0.000,0.004,0.093,0.852,0.050,0.001,0
129,4,0.000,0.000,0.009,0.114,0.850,0.027,0
129,5,0.000,0.000,0.001,0.016,0.154,0.829,0
129,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130,0,1.000,0.000,0.000,0.000,0.000,0.000,0
130,1,0.019,0.981,0.000,0.000,0.000,0.000,0
130,2,0.000,0.065,0.935,0.000,0.000,0.000,0
130,3,0.000,0.002,0.072,0.926,0.000,0.000,0
130,4,0.000,0.000,0.007,0.089,0.904,0.000,0
130,5,0.000,0.000,0.000,0.006,0.112,0.882,0
130,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
131,0,0.645,0.323,0.032,0.000,0.000,0.000,0
131,1,0.138,0.640,0.188,0.034,0.000,0.000,0
131,2,0.038,0.295,0.555,0.103,0.008,0.001,0
131,3,0.005,0.093,0.356,0.476,0.068,0.002,0
131,4,0.001,0.029,0.170,0.395,0.383,0.021,0
131,5,0.000,0.007,0.055,0.235,0.428,0.276,0
131,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
132,0,0.890,0.110,0.000,0.000,0.000,0.000,0
132,1,0.050,0.852,0.092,0.006,0.000,0.000,0
132,2,0.003,0.111,0.820,0.066,0.000,0.000,0
132,3,0.001,0.010,0.155,0.785,0.050,0.000,0
132,4,0.000,0.001,0.025,0.207,0.745,0.023,0
132,5,0.000,0.000,0.000,0.045,0.232,0.722,0
132,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
133,0,1.000,0.000,0.000,0.000,0.000,0.000,0
133,1,0.052,0.948,0.000,0.000,0.000,0.000,0
133,2,0.004,0.092,0.904,0.000,0.000,0.000,0
133,3,0.001,0.006,0.122,0.872,0.000,0.000,0
133,4,0.000,0.000,0.016,0.165,0.818,0.000,0
133,5,0.000,0.000,0.000,0.024,0.158,0.818,0
133,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
134,0,0.807,0.181,0.012,0.000,0.000,0.000,0
134,1,0.149,0.719,0.123,0.009,0.000,0.000,0
134,2,0.023,0.258,0.647,0.069,0.003,0.000,0
134,3,0.004,0.072,0.312,0.569,0.043,0.000,0
134,4,0.000,0.010,0.106,0.366,0.503,0.015,0
134,5,0.000,0.000,0.044,0.163,0.356,0.437,0
134,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
135,0,0.958,0.042,0.000,0.000,0.000,0.000,0
135,1,0.118,0.850,0.032,0.000,0.000,0.000,0
135,2,0.012,0.212,0.755,0.021,0.000,0.000,0
135,3,0.002,0.044,0.288,0.660,0.007,0.000,0
135,4,0.000,0.008,0.079,0.339,0.572,0.002,0
135,5,0.000,0.000,0.014,0.057,0.414,0.514,0
135,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
136,0,0.954,0.046,0.000,0.000,0.000,0.000,0
136,1,0.020,0.954,0.025,0.000,0.000,0.000,0
136,2,0.001,0.037,0.941,0.022,0.000,0.000,0
136,3,0.000,0.004,0.061,0.923,0.012,0.000,0
136,4,0.000,0.000,0.000,0.092,0.902,0.006,0
136,5,0.000,0.000,0.000,0.000,0.108,0.892,0
136,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
137,0,0.927,0.071,0.002,0.000,0.000,0.000,0
137,1,0.228,0.713,0.057,0.001,0.000,0.000,0
137,2,0.056,0.366,0.551,0.026,0.001,0.000,0
137,3,0.020,0.123,0.405,0.436,0.016,0.000,0
137,4,0.000,0.037,0.239,0.385,0.329,0.010,0
137,5,0.000,0.000,0.086,0.286,0.429,0.200,0
137,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
138,0,0.950,0.049,0.001,0.000,0.000,0.000,0
138,1,0.103,0.856,0.040,0.001,0.000,0.000,0
138,2,0.015,0.185,0.767,0.033,0.000,0.000,0
138,3,0.002,0.037,0.220,0.723,0.018,0.000,0
138,4,0.000,0.008,0.045,0.371,0.561,0.015,0
138,5,0.000,0.000,0.000,0.000,0.200,0.800,0
138,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
139,0,1.000,0.000,0.000,0.000,0.000,0.000,0
139,1,0.038,0.962,0.000,0.000,0.000,0.000,0
139,2,0.001,0.078,0.921,0.000,0.000,0.000,0
139,3,0.000,0.005,0.125,0.869,0.000,0.000,0
139,4,0.000,0.000,0.000,0.172,0.828,0.000,0
139,5,0.000,0.000,0.000,0.000,0.300,0.700,0
139,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
140,0,0.948,0.051,0.001,0.000,0.000,0.000,0
140,1,0.192,0.775,0.032,0.001,0.000,0.000,0
140,2,0.045,0.303,0.628,0.024,0.001,0.000,0
140,3,0.008,0.091,0.375,0.521,0.004,0.000,0
140,4,0.013,0.000,0.187,0.480,0.320,0.000,0
140,5,0.000,0.000,0.000,0.000,0.571,0.429,0
140,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
141,0,1.000,0.000,0.000,0.000,0.000,0.000,0
141,1,0.043,0.957,0.000,0.000,0.000,0.000,0
141,2,0.001,0.074,0.925,0.000,0.000,0.000,0
141,3,0.000,0.003,0.107,0.890,0.000,0.000,0
141,4,0.000,0.000,0.000,0.129,0.871,0.000,0
141,5,0.000,0.000,0.000,0.000,0.333,0.667,0
141,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
142,0,0.969,0.031,0.000,0.000,0.000,0.000,0
142,1,0.062,0.919,0.019,0.000,0.000,0.000,0
142,2,0.003,0.105,0.879,0.013,0.000,0.000,0
142,3,0.000,0.017,0.183,0.793,0.007,0.000,0
142,4,0.000,0.000,0.036,0.107,0.857,0.000,0
142,5,0.000,0.000,0.000,0.000,0.500,0.500,0
142,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
143,0,0.928,0.070,0.002,0.000,0.000,0.000,0
143,1,0.247,0.714,0.038,0.001,0.000,0.000,0
143,2,0.071,0.355,0.545,0.028,0.000,0.000,0
143,3,0.028,0.151,0.450,0.359,0.012,0.000,0
143,4,0.074,0.037,0.185,0.444,0.259,0.000,0
143,5,0.000,0.000,0.000,1.000,0.000,0.000,0
143,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
144,0,0.977,0.023,0.000,0.000,0.000,0.000,0
144,1,0.165,0.820,0.015,0.000,0.000,0.000,0
144,2,0.022,0.268,0.695,0.015,0.000,0.000,0
144,3,0.007,0.067,0.267,0.659,0.000,0.000,0
144,4,0.000,0.000,0.000,0.400,0.600,0.000,0
144,5,0.000,0.000,0.000,0.000,0.000,0.000,0
144,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
