Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
63,0,0.916,0.079,0.005,0.000,0.000,0.000,0
63,1,0.019,0.910,0.066,0.004,0.000,0.000,0
63,2,0.000,0.044,0.906,0.048,0.001,0.000,0
63,3,0.000,0.003,0.062,0.910,0.025,0.000,0
63,4,0.000,0.000,0.003,0.096,0.881,0.021,0
63,5,0.000,0.000,0.000,0.006,0.135,0.860,0
63,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,0,0.847,0.138,0.016,0.000,0.000,0.000,0
64,1,0.018,0.864,0.108,0.010,0.000,0.000,0
64,2,0.001,0.058,0.858,0.080,0.003,0.000,0
64,3,0.000,0.003,0.080,0.862,0.052,0.003,0
64,4,0.000,0.001,0.004,0.107,0.850,0.038,0
64,5,0.000,0.000,0.006,0.018,0.141,0.834,0
64,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,0,0.617,0.263,0.109,0.011,0.000,0.000,0
65,1,0.073,0.638,0.249,0.036,0.004,0.000,0
65,2,0.009,0.133,0.634,0.200,0.022,0.001,0
65,3,0.000,0.018,0.212,0.628,0.132,0.010,0
65,4,0.000,0.003,0.039,0.288,0.614,0.057,0
65,5,0.000,0.000,0.000,0.095,0.310,0.595,0
65,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,0,0.823,0.155,0.022,0.000,0.000,0.000,0
66,1,0.029,0.834,0.131,0.006,0.000,0.000,0
66,2,0.002,0.049,0.851,0.096,0.001,0.000,0
66,3,0.000,0.003,0.086,0.859,0.051,0.001,0
66,4,0.000,0.000,0.003,0.130,0.838,0.029,0
66,5,0.000,0.000,0.000,0.006,0.157,0.836,0
66,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,0,0.891,0.109,0.000,0.000,0.000,0.000,0
67,1,0.012,0.873,0.113,0.003,0.000,0.000,0
67,2,0.001,0.027,0.899,0.069,0.003,0.000,0
67,3,0.000,0.000,0.050,0.904,0.046,0.000,0
67,4,0.000,0.000,0.004,0.072,0.908,0.016,0
67,5,0.000,0.000,0.000,0.000,0.083,0.917,0
67,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,0,0.898,0.102,0.000,0.000,0.000,0.000,0
68,1,0.043,0.856,0.095,0.005,0.000,0.000,0
68,2,0.003,0.084,0.854,0.059,0.001,0.000,0
68,3,0.001,0.003,0.124,0.823,0.048,0.001,0
68,4,0.000,0.000,0.012,0.170,0.791,0.028,0
68,5,0.000,0.000,0.006,0.045,0.187,0.761,0
68,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,0,0.904,0.096,0.000,0.000,0.000,0.000,0
69,1,0.037,0.898,0.065,0.000,0.000,0.000,0
69,2,0.001,0.077,0.876,0.046,0.000,0.000,0
69,3,0.000,0.004,0.097,0.865,0.034,0.001,0
69,4,0.000,0.000,0.003,0.123,0.849,0.025,0
69,5,0.000,0.000,0.000,0.014,0.184,0.801,0
69,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,0,0.930,0.065,0.005,0.000,0.000,0.000,0
70,1,0.000,0.941,0.056,0.002,0.000,0.000,0
70,2,0.000,0.000,0.963,0.037,0.001,0.000,0
70,3,0.000,0.000,0.000,0.959,0.041,0.000,0
70,4,0.000,0.000,0.000,0.000,0.985,0.015,0
70,5,0.000,0.000,0.000,0.000,0.000,1.000,0
70,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,0,0.811,0.178,0.011,0.000,0.000,0.000,0
71,1,0.038,0.798,0.147,0.016,0.001,0.000,0
71,2,0.004,0.102,0.774,0.112,0.007,0.001,0
71,3,0.000,0.006,0.147,0.766,0.079,0.002,0
71,4,0.000,0.001,0.011,0.191,0.765,0.031,0
71,5,0.000,0.000,0.000,0.014,0.211,0.775,0
71,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,0,0.819,0.165,0.016,0.000,0.000,0.000,0
72,1,0.031,0.844,0.114,0.009,0.001,0.000,0
72,2,0.002,0.055,0.825,0.112,0.006,0.000,0
72,3,0.000,0.001,0.085,0.849,0.062,0.002,0
72,4,0.000,0.001,0.010,0.144,0.820,0.025,0
72,5,0.000,0.000,0.000,0.000,0.182,0.818,0
72,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,0,0.864,0.130,0.005,0.000,0.000,0.000,0
73,1,0.016,0.890,0.090,0.004,0.000,0.000,0
73,2,0.000,0.030,0.899,0.071,0.001,0.000,0
73,3,0.000,0.003,0.044,0.913,0.040,0.000,0
73,4,0.000,0.000,0.000,0.056,0.924,0.021,0
73,5,0.000,0.000,0.000,0.000,0.113,0.887,0
73,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,0,0.717,0.254,0.029,0.000,0.000,0.000,0
74,1,0.077,0.741,0.168,0.011,0.002,0.000,0
74,2,0.006,0.149,0.724,0.115,0.007,0.000,0
74,3,0.000,0.020,0.211,0.686,0.081,0.002,0
74,4,0.000,0.008,0.042,0.280,0.634,0.036,0
74,5,0.000,0.000,0.000,0.068,0.301,0.632,0
74,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,0,0.929,0.066,0.005,0.000,0.000,0.000,0
75,1,0.025,0.882,0.091,0.002,0.000,0.000,0
75,2,0.000,0.052,0.885,0.063,0.001,0.000,0
75,3,0.000,0.002,0.070,0.877,0.051,0.000,0
75,4,0.000,0.000,0.003,0.081,0.896,0.020,0
75,5,0.000,0.000,0.000,0.018,0.088,0.895,0
75,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,0,0.898,0.097,0.005,0.000,0.000,0.000,0
76,1,0.040,0.864,0.093,0.003,0.000,0.000,0
76,2,0.002,0.071,0.862,0.064,0.002,0.000,0
76,3,0.000,0.003,0.094,0.847,0.055,0.001,0
76,4,0.000,0.000,0.007,0.140,0.830,0.022,0
76,5,0.000,0.000,0.000,0.043,0.200,0.757,0
76,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,0,0.693,0.280,0.022,0.004,0.000,0.000,0
77,1,0.073,0.726,0.179,0.021,0.000,0.000,0
77,2,0.010,0.142,0.693,0.142,0.012,0.000,0
77,3,0.001,0.028,0.209,0.671,0.087,0.003,0
77,4,0.000,0.005,0.050,0.268,0.633,0.045,0
77,5,0.000,0.000,0.010,0.058,0.346,0.587,0
77,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,0,0.640,0.310,0.045,0.004,0.000,0.000,0
78,1,0.008,0.732,0.224,0.034,0.001,0.000,0
78,2,0.000,0.012,0.782,0.195,0.011,0.000,0
78,3,0.000,0.001,0.022,0.839,0.132,0.006,0
78,4,0.000,0.000,0.002,0.032,0.904,0.063,0
78,5,0.000,0.000,0.000,0.000,0.062,0.938,0
78,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79,0,0.914,0.067,0.018,0.000,0.000,0.000,0
79,1,0.018,0.895,0.086,0.001,0.000,0.000,0
79,2,0.001,0.049,0.873,0.074,0.003,0.000,0
79,3,0.000,0.002,0.084,0.873,0.041,0.001,0
79,4,0.000,0.000,0.004,0.103,0.864,0.029,0
79,5,0.000,0.000,0.000,0.015,0.096,0.890,0
79,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80,0,0.946,0.054,0.000,0.000,0.000,0.000,0
80,1,0.015,0.893,0.088,0.004,0.000,0.000,0
80,2,0.000,0.039,0.900,0.059,0.002,0.000,0
80,3,0.000,0.001,0.043,0.907,0.048,0.002,0
80,4,0.000,0.000,0.004,0.066,0.918,0.012,0
80,5,0.000,0.000,0.000,0.007,0.049,0.944,0
80,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81,0,0.876,0.124,0.000,0.000,0.000,0.000,0
81,1,0.035,0.868,0.095,0.002,0.000,0.000,0
81,2,0.001,0.081,0.845,0.072,0.002,0.000,0
81,3,0.000,0.005,0.114,0.841,0.039,0.001,0
81,4,0.000,0.000,0.009,0.140,0.818,0.033,0
81,5,0.000,0.000,0.000,0.020,0.182,0.797,0
81,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82,0,0.816,0.173,0.006,0.006,0.000,0.000,0
82,1,0.010,0.835,0.143,0.012,0.000,0.000,0
82,2,0.000,0.031,0.858,0.106,0.006,0.000,0
82,3,0.000,0.003,0.046,0.883,0.065,0.003,0
82,4,0.000,0.000,0.003,0.059,0.897,0.041,0
82,5,0.000,0.000,0.000,0.007,0.062,0.931,0
82,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83,0,0.710,0.271,0.019,0.000,0.000,0.000,0
83,1,0.059,0.749,0.171,0.019,0.002,0.000,0
83,2,0.006,0.120,0.733,0.134,0.007,0.000,0
83,3,0.000,0.015,0.177,0.721,0.082,0.004,0
83,4,0.000,0.003,0.024,0.224,0.699,0.050,0
83,5,0.000,0.000,0.000,0.054,0.281,0.665,0
83,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84,0,0.814,0.180,0.006,0.000,0.000,0.000,0
84,1,0.020,0.866,0.106,0.008,0.000,0.000,0
84,2,0.001,0.029,0.875,0.094,0.002,0.000,0
84,3,0.000,0.001,0.037,0.898,0.063,0.000,0
84,4,0.000,0.000,0.000,0.042,0.919,0.039,0
84,5,0.000,0.000,0.000,0.000,0.096,0.904,0
84,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85,0,0.851,0.136,0.013,0.000,0.000,0.000,0
85,1,0.013,0.927,0.060,0.000,0.000,0.000,0
85,2,0.000,0.032,0.920,0.046,0.002,0.000,0
85,3,0.000,0.003,0.050,0.920,0.028,0.000,0
85,4,0.000,0.000,0.001,0.070,0.915,0.014,0
85,5,0.000,0.000,0.000,0.006,0.112,0.882,0
85,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86,0,0.796,0.183,0.021,0.000,0.000,0.000,0
86,1,0.017,0.841,0.133,0.010,0.000,0.000,0
86,2,0.003,0.071,0.809,0.116,0.002,0.000,0
86,3,0.000,0.002,0.099,0.819,0.079,0.001,0
86,4,0.000,0.003,0.008,0.138,0.823,0.028,0
86,5,0.000,0.000,0.000,0.013,0.163,0.825,0
86,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,0,0.870,0.107,0.023,0.000,0.000,0.000,0
87,1,0.008,0.844,0.140,0.007,0.000,0.000,0
87,2,0.000,0.014,0.838,0.140,0.008,0.000,0
87,3,0.000,0.000,0.018,0.903,0.076,0.002,0
87,4,0.000,0.000,0.001,0.025,0.929,0.044,0
87,5,0.000,0.000,0.000,0.000,0.045,0.955,0
87,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88,0,0.851,0.132,0.017,0.000,0.000,0.000,0
88,1,0.003,0.885,0.103,0.009,0.000,0.000,0
88,2,0.001,0.013,0.888,0.093,0.005,0.000,0
88,3,0.000,0.001,0.019,0.917,0.063,0.001,0
88,4,0.000,0.000,0.000,0.029,0.931,0.040,0
88,5,0.000,0.000,0.000,0.000,0.032,0.968,0
88,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89,0,0.642,0.302,0.047,0.009,0.000,0.000,0
89,1,0.049,0.668,0.243,0.037,0.003,0.000,0
89,2,0.002,0.104,0.671,0.204,0.018,0.001,0
89,3,0.000,0.010,0.154,0.686,0.144,0.005,0
89,4,0.000,0.004,0.024,0.171,0.740,0.060,0
89,5,0.000,0.000,0.000,0.046,0.263,0.691,0
89,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90,0,0.829,0.152,0.010,0.000,0.010,0.000,0
90,1,0.017,0.802,0.164,0.018,0.000,0.000,0
90,2,0.002,0.059,0.797,0.132,0.009,0.001,0
90,3,0.000,0.002,0.080,0.823,0.091,0.004,0
90,4,0.000,0.000,0.004,0.102,0.852,0.042,0
90,5,0.000,0.000,0.000,0.014,0.139,0.847,0
90,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91,0,0.861,0.139,0.000,0.000,0.000,0.000,0
91,1,0.019,0.846,0.132,0.002,0.002,0.000,0
91,2,0.000,0.036,0.868,0.091,0.005,0.000,0
91,3,0.000,0.001,0.066,0.874,0.055,0.004,0
91,4,0.000,0.001,0.004,0.086,0.885,0.024,0
91,5,0.000,0.000,0.000,0.009,0.081,0.910,0
91,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92,0,0.788,0.192,0.020,0.000,0.000,0.000,0
92,1,0.050,0.730,0.201,0.017,0.002,0.000,0
92,2,0.003,0.101,0.754,0.133,0.008,0.001,0
92,3,0.000,0.012,0.165,0.719,0.100,0.004,0
92,4,0.000,0.001,0.025,0.200,0.733,0.042,0
92,5,0.000,0.000,0.004,0.033,0.217,0.746,0
92,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93,0,0.857,0.143,0.000,0.000,0.000,0.000,0
93,1,0.033,0.831,0.123,0.013,0.000,0.000,0
93,2,0.000,0.071,0.837,0.090,0.002,0.000,0
93,3,0.000,0.004,0.108,0.824,0.061,0.003,0
93,4,0.000,0.000,0.012,0.123,0.834,0.031,0
93,5,0.000,0.000,0.000,0.017,0.154,0.829,0
93,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94,0,0.836,0.155,0.009,0.000,0.000,0.000,0
94,1,0.011,0.858,0.123,0.008,0.000,0.000,0
94,2,0.000,0.026,0.869,0.101,0.005,0.000,0
94,3,0.000,0.001,0.048,0.886,0.063,0.002,0
94,4,0.000,0.000,0.000,0.046,0.923,0.031,0
94,5,0.000,0.000,0.000,0.009,0.096,0.895,0
94,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95,0,0.529,0.365,0.096,0.010,0.000,0.000,0
95,1,0.017,0.608,0.302,0.067,0.007,0.000,0
95,2,0.001,0.059,0.671,0.241,0.027,0.001,0
95,3,0.000,0.003,0.080,0.727,0.176,0.014,0
95,4,0.000,0.000,0.007,0.119,0.787,0.087,0
95,5,0.000,0.000,0.008,0.013,0.113,0.866,0
95,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96,0,0.818,0.182,0.000,0.000,0.000,0.000,0
96,1,0.020,0.769,0.185,0.024,0.002,0.000,0
96,2,0.000,0.057,0.784,0.151,0.008,0.001,0
96,3,0.000,0.001,0.069,0.816,0.111,0.003,0
96,4,0.000,0.000,0.005,0.084,0.864,0.047,0
96,5,0.000,0.000,0.000,0.003,0.107,0.890,0
96,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97,0,0.656,0.312,0.031,0.000,0.000,0.000,0
97,1,0.013,0.798,0.174,0.013,0.002,0.000,0
97,2,0.000,0.007,0.841,0.144,0.009,0.000,0
97,3,0.000,0.000,0.016,0.878,0.103,0.003,0
97,4,0.000,0.000,0.000,0.024,0.918,0.058,0
97,5,0.000,0.000,0.000,0.000,0.041,0.959,0
97,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98,0,0.625,0.375,0.000,0.000,0.000,0.000,0
98,1,0.022,0.770,0.190,0.018,0.000,0.000,0
98,2,0.002,0.046,0.772,0.166,0.015,0.000,0
98,3,0.000,0.002,0.064,0.818,0.113,0.004,0
98,4,0.000,0.000,0.005,0.085,0.861,0.049,0
98,5,0.000,0.000,0.000,0.002,0.135,0.862,0
98,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,0,0.805,0.171,0.024,0.000,0.000,0.000,0
99,1,0.013,0.774,0.194,0.016,0.003,0.000,0
99,2,0.000,0.026,0.801,0.165,0.008,0.000,0
99,3,0.000,0.000,0.023,0.860,0.115,0.001,0
99,4,0.000,0.000,0.000,0.042,0.888,0.070,0
99,5,0.000,0.000,0.000,0.002,0.076,0.922,0
99,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100,0,0.895,0.105,0.000,0.000,0.000,0.000,0
100,1,0.030,0.800,0.155,0.015,0.000,0.000,0
100,2,0.000,0.027,0.879,0.091,0.003,0.000,0
100,3,0.000,0.000,0.028,0.915,0.056,0.001,0
100,4,0.000,0.000,0.001,0.049,0.927,0.024,0
100,5,0.000,0.000,0.000,0.002,0.086,0.912,0
100,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101,0,0.750,0.205,0.045,0.000,0.000,0.000,0
101,1,0.014,0.735,0.224,0.027,0.000,0.000,0
101,2,0.000,0.085,0.715,0.187,0.013,0.000,0
101,3,0.000,0.005,0.128,0.751,0.108,0.008,0
101,4,0.000,0.001,0.018,0.176,0.752,0.052,0
101,5,0.000,0.000,0.004,0.033,0.225,0.738,0
101,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,0,0.892,0.081,0.027,0.000,0.000,0.000,0
102,1,0.013,0.782,0.199,0.006,0.000,0.000,0
102,2,0.000,0.020,0.853,0.124,0.003,0.000,0
102,3,0.000,0.000,0.037,0.873,0.088,0.002,0
102,4,0.000,0.000,0.001,0.059,0.893,0.047,0
102,5,0.000,0.000,0.000,0.000,0.042,0.958,0
102,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103,0,0.730,0.270,0.000,0.000,0.000,0.000,0
103,1,0.000,0.838,0.159,0.004,0.000,0.000,0
103,2,0.000,0.000,0.878,0.116,0.006,0.000,0
103,3,0.000,0.000,0.000,0.917,0.081,0.002,0
103,4,0.000,0.000,0.000,0.000,0.956,0.044,0
103,5,0.000,0.000,0.000,0.000,0.000,1.000,0
103,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104,0,0.815,0.185,0.000,0.000,0.000,0.000,0
104,1,0.025,0.827,0.148,0.000,0.000,0.000,0
104,2,0.000,0.064,0.803,0.125,0.007,0.001,0
104,3,0.000,0.002,0.091,0.831,0.074,0.002,0
104,4,0.000,0.000,0.004,0.113,0.844,0.039,0
104,5,0.000,0.000,0.000,0.005,0.112,0.883,0
104,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105,0,0.607,0.321,0.071,0.000,0.000,0.000,0
105,1,0.030,0.654,0.266,0.046,0.004,0.000,0
105,2,0.000,0.051,0.761,0.169,0.017,0.001,0
105,3,0.000,0.002,0.069,0.788,0.134,0.008,0
105,4,0.000,0.000,0.002,0.102,0.809,0.087,0
105,5,0.000,0.000,0.000,0.007,0.132,0.861,0
105,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106,0,0.880,0.120,0.000,0.000,0.000,0.000,0
106,1,0.004,0.900,0.091,0.004,0.000,0.000,0
106,2,0.001,0.034,0.899,0.065,0.001,0.000,0
106,3,0.000,0.000,0.044,0.900,0.055,0.001,0
106,4,0.000,0.000,0.003,0.071,0.902,0.024,0
106,5,0.000,0.000,0.000,0.003,0.090,0.907,0
106,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107,0,0.458,0.417,0.125,0.000,0.000,0.000,0
107,1,0.008,0.610,0.307,0.071,0.000,0.004,0
107,2,0.002,0.038,0.617,0.290,0.049,0.004,0
107,3,0.000,0.005,0.067,0.710,0.203,0.015,0
107,4,0.000,0.000,0.004,0.109,0.776,0.111,0
107,5,0.000,0.000,0.000,0.005,0.159,0.836,0
107,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108,0,0.933,0.067,0.000,0.000,0.000,0.000,0
108,1,0.010,0.895,0.095,0.000,0.000,0.000,0
108,2,0.000,0.045,0.886,0.069,0.000,0.000,0
108,3,0.000,0.001,0.086,0.861,0.052,0.001,0
108,4,0.000,0.000,0.005,0.108,0.862,0.025,0
108,5,0.000,0.000,0.000,0.010,0.137,0.853,0
108,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109,0,0.938,0.062,0.000,0.000,0.000,0.000,0
109,1,0.019,0.907,0.074,0.000,0.000,0.000,0
109,2,0.000,0.022,0.913,0.063,0.002,0.000,0
109,3,0.000,0.001,0.033,0.924,0.042,0.001,0
109,4,0.000,0.000,0.001,0.043,0.934,0.023,0
109,5,0.000,0.000,0.000,0.003,0.057,0.940,0
109,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110,0,0.789,0.211,0.000,0.000,0.000,0.000,0
110,1,0.014,0.791,0.195,0.000,0.000,0.000,0
110,2,0.000,0.038,0.836,0.122,0.004,0.000,0
110,3,0.000,0.003,0.066,0.838,0.088,0.004,0
110,4,0.000,0.000,0.004,0.085,0.865,0.046,0
110,5,0.000,0.000,0.000,0.003,0.112,0.885,0
110,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,0,0.889,0.111,0.000,0.000,0.000,0.000,0
111,1,0.014,0.768,0.213,0.005,0.000,0.000,0
111,2,0.000,0.030,0.808,0.152,0.009,0.000,0
111,3,0.000,0.000,0.033,0.866,0.095,0.006,0
111,4,0.000,0.000,0.001,0.043,0.903,0.053,0
111,5,0.000,0.000,0.000,0.002,0.056,0.942,0
111,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112,0,0.789,0.158,0.053,0.000,0.000,0.000,0
112,1,0.005,0.784,0.205,0.005,0.000,0.000,0
112,2,0.000,0.005,0.851,0.141,0.003,0.000,0
112,3,0.000,0.000,0.019,0.886,0.093,0.002,0
112,4,0.000,0.000,0.000,0.019,0.928,0.053,0
112,5,0.000,0.000,0.000,0.000,0.042,0.958,0
112,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113,0,0.750,0.125,0.125,0.000,0.000,0.000,0
113,1,0.026,0.840,0.135,0.000,0.000,0.000,0
113,2,0.000,0.046,0.846,0.105,0.004,0.000,0
113,3,0.000,0.004,0.079,0.844,0.072,0.001,0
113,4,0.000,0.000,0.002,0.102,0.861,0.035,0
113,5,0.000,0.000,0.000,0.006,0.159,0.834,0
113,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114,0,0.500,0.438,0.062,0.000,0.000,0.000,0
114,1,0.011,0.707,0.236,0.046,0.000,0.000,0
114,2,0.001,0.012,0.767,0.203,0.018,0.000,0
114,3,0.000,0.000,0.031,0.825,0.138,0.006,0
114,4,0.000,0.000,0.001,0.045,0.876,0.079,0
114,5,0.000,0.000,0.000,0.000,0.052,0.948,0
114,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115,0,0.545,0.364,0.091,0.000,0.000,0.000,0
115,1,0.000,0.712,0.252,0.036,0.000,0.000,0
115,2,0.000,0.000,0.809,0.174,0.016,0.001,0
115,3,0.000,0.000,0.000,0.870,0.126,0.004,0
115,4,0.000,0.000,0.000,0.000,0.929,0.071,0
115,5,0.000,0.000,0.000,0.000,0.000,1.000,0
115,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116,0,0.833,0.167,0.000,0.000,0.000,0.000,0
116,1,0.010,0.748,0.233,0.010,0.000,0.000,0
116,2,0.000,0.030,0.825,0.135,0.010,0.000,0
116,3,0.000,0.000,0.042,0.846,0.111,0.001,0
116,4,0.000,0.000,0.002,0.070,0.874,0.055,0
116,5,0.000,0.000,0.000,0.003,0.090,0.907,0
116,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117,0,1.000,0.000,0.000,0.000,0.000,0.000,0
117,1,0.000,1.000,0.000,0.000,0.000,0.000,0
117,2,0.000,0.000,1.000,0.000,0.000,0.000,0
117,3,0.000,0.000,0.000,1.000,0.000,0.000,0
117,4,0.000,0.000,0.000,0.000,1.000,0.000,0
117,5,0.000,0.000,0.000,0.000,0.000,1.000,0
117,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118,0,1.000,0.000,0.000,0.000,0.000,0.000,0
118,1,0.021,0.979,0.000,0.000,0.000,0.000,0
118,2,0.000,0.024,0.976,0.000,0.000,0.000,0
118,3,0.000,0.000,0.028,0.972,0.000,0.000,0
118,4,0.000,0.000,0.001,0.044,0.955,0.000,0
118,5,0.000,0.000,0.000,0.001,0.072,0.927,0
118,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119,0,0.500,0.500,0.000,0.000,0.000,0.000,0
119,1,0.009,0.519,0.380,0.074,0.019,0.000,0
119,2,0.000,0.016,0.656,0.278,0.043,0.007,0
119,3,0.000,0.000,0.042,0.730,0.209,0.019,0
119,4,0.000,0.000,0.001,0.057,0.826,0.116,0
119,5,0.000,0.000,0.000,0.001,0.087,0.912,0
119,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120,0,0.800,0.200,0.000,0.000,0.000,0.000,0
120,1,0.014,0.857,0.129,0.000,0.000,0.000,0
120,2,0.000,0.022,0.877,0.101,0.000,0.000,0
120,3,0.000,0.000,0.030,0.908,0.063,0.000,0
120,4,0.000,0.000,0.001,0.044,0.929,0.025,0
120,5,0.000,0.000,0.000,0.000,0.051,0.949,0
120,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121,0,0.800,0.200,0.000,0.000,0.000,0.000,0
121,1,0.000,0.792,0.194,0.014,0.000,0.000,0
121,2,0.000,0.000,0.895,0.105,0.000,0.000,0
121,3,0.000,0.000,0.000,0.938,0.060,0.003,0
121,4,0.000,0.000,0.000,0.000,0.964,0.036,0
121,5,0.000,0.000,0.000,0.000,0.000,1.000,0
121,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122,0,0.750,0.250,0.000,0.000,0.000,0.000,0
122,1,0.000,0.862,0.138,0.000,0.000,0.000,0
122,2,0.002,0.055,0.803,0.134,0.007,0.000,0
122,3,0.000,0.001,0.084,0.807,0.107,0.002,0
122,4,0.000,0.000,0.006,0.117,0.841,0.037,0
122,5,0.000,0.000,0.000,0.012,0.161,0.826,0
122,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,0,1.000,0.000,0.000,0.000,0.000,0.000,0
123,1,0.013,0.857,0.117,0.013,0.000,0.000,0
123,2,0.000,0.044,0.878,0.076,0.002,0.000,0
123,3,0.000,0.001,0.058,0.895,0.046,0.000,0
123,4,0.000,0.000,0.002,0.060,0.908,0.031,0
123,5,0.000,0.000,0.000,0.001,0.083,0.916,0
123,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,0,0.600,0.400,0.000,0.000,0.000,0.000,0
124,1,0.011,0.787,0.191,0.011,0.000,0.000,0
124,2,0.000,0.015,0.852,0.128,0.006,0.000,0
124,3,0.000,0.000,0.016,0.887,0.093,0.004,0
124,4,0.000,0.000,0.000,0.025,0.922,0.053,0
124,5,0.000,0.000,0.000,0.000,0.028,0.972,0
124,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125,0,1.000,0.000,0.000,0.000,0.000,0.000,0
125,1,0.087,0.825,0.075,0.013,0.000,0.000,0
125,2,0.000,0.144,0.809,0.047,0.000,0.000,0
125,3,0.000,0.015,0.184,0.771,0.031,0.000,0
125,4,0.000,0.002,0.033,0.232,0.721,0.012,0
125,5,0.000,0.000,0.004,0.057,0.273,0.667,0
125,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126,0,0.727,0.273,0.000,0.000,0.000,0.000,0
126,1,0.006,0.838,0.138,0.019,0.000,0.000,0
126,2,0.000,0.010,0.855,0.127,0.008,0.000,0
126,3,0.000,0.000,0.011,0.887,0.100,0.002,0
126,4,0.000,0.000,0.000,0.020,0.923,0.057,0
126,5,0.000,0.000,0.000,0.001,0.015,0.984,0
126,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127,0,0.778,0.111,0.111,0.000,0.000,0.000,0
127,1,0.014,0.826,0.139,0.021,0.000,0.000,0
127,2,0.002,0.018,0.842,0.132,0.006,0.000,0
127,3,0.000,0.000,0.014,0.896,0.089,0.001,0
127,4,0.000,0.000,0.000,0.018,0.940,0.042,0
127,5,0.000,0.000,0.000,0.001,0.029,0.970,0
127,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,0,1.000,0.000,0.000,0.000,0.000,0.000,0
128,1,0.068,0.871,0.061,0.000,0.000,0.000,0
